Epoch 001/200 | Train Loss: 1.4459 | Val Loss: 1.4008 | Val Dice: 0.2991
Epoch 002/200 | Train Loss: 1.3335 | Val Loss: 1.3016 | Val Dice: 0.2935
Epoch 003/200 | Train Loss: 1.2477 | Val Loss: 1.2610 | Val Dice: 0.3392
Epoch 004/200 | Train Loss: 1.1682 | Val Loss: 1.1652 | Val Dice: 0.3558
Epoch 005/200 | Train Loss: 1.0890 | Val Loss: 1.1424 | Val Dice: 0.3504
Epoch 006/200 | Train Loss: 1.0122 | Val Loss: 1.0030 | Val Dice: 0.4336
Epoch 007/200 | Train Loss: 0.9306 | Val Loss: 0.9635 | Val Dice: 0.4355
Epoch 008/200 | Train Loss: 0.8557 | Val Loss: 0.8591 | Val Dice: 0.5112
Epoch 009/200 | Train Loss: 0.7819 | Val Loss: 0.7917 | Val Dice: 0.5646
Epoch 010/200 | Train Loss: 0.7240 | Val Loss: 0.7488 | Val Dice: 0.5729
Epoch 011/200 | Train Loss: 0.6761 | Val Loss: 0.6879 | Val Dice: 0.5930
Epoch 012/200 | Train Loss: 0.6258 | Val Loss: 0.6763 | Val Dice: 0.5854
Epoch 013/200 | Train Loss: 0.5878 | Val Loss: 0.6478 | Val Dice: 0.6089
Epoch 014/200 | Train Loss: 0.5451 | Val Loss: 0.7004 | Val Dice: 0.5522
Epoch 015/200 | Train Loss: 0.5196 | Val Loss: 0.7936 | Val Dice: 0.4905
Epoch 016/200 | Train Loss: 0.5076 | Val Loss: 0.6049 | Val Dice: 0.6108
Epoch 017/200 | Train Loss: 0.4814 | Val Loss: 0.5817 | Val Dice: 0.6223
Epoch 018/200 | Train Loss: 0.4680 | Val Loss: 0.6014 | Val Dice: 0.6075
Epoch 019/200 | Train Loss: 0.4394 | Val Loss: 0.5832 | Val Dice: 0.6205
Epoch 020/200 | Train Loss: 0.4257 | Val Loss: 0.5407 | Val Dice: 0.6494
Epoch 021/200 | Train Loss: 0.4147 | Val Loss: 0.5386 | Val Dice: 0.6511
Epoch 022/200 | Train Loss: 0.4033 | Val Loss: 0.5911 | Val Dice: 0.6121
Epoch 023/200 | Train Loss: 0.3896 | Val Loss: 0.6174 | Val Dice: 0.6018
Epoch 024/200 | Train Loss: 0.3953 | Val Loss: 0.5135 | Val Dice: 0.6622
Epoch 025/200 | Train Loss: 0.3759 | Val Loss: 0.5737 | Val Dice: 0.6258
