Epoch 001/150 | Train Loss: 2.5080 | Val Loss: 2.3443 | Val Dice: 0.1844
Epoch 002/150 | Train Loss: 2.2848 | Val Loss: 2.2108 | Val Dice: 0.2269
Epoch 003/150 | Train Loss: 2.1725 | Val Loss: 2.1112 | Val Dice: 0.2475
Epoch 004/150 | Train Loss: 2.0777 | Val Loss: 2.0396 | Val Dice: 0.2735
Epoch 005/150 | Train Loss: 2.0194 | Val Loss: 1.9920 | Val Dice: 0.3081
Epoch 006/150 | Train Loss: 1.9741 | Val Loss: 1.9404 | Val Dice: 0.3002
Epoch 007/150 | Train Loss: 1.9287 | Val Loss: 1.9036 | Val Dice: 0.3159
Epoch 008/150 | Train Loss: 1.8856 | Val Loss: 1.8695 | Val Dice: 0.2929
Epoch 009/150 | Train Loss: 1.8551 | Val Loss: 1.8274 | Val Dice: 0.3232
Epoch 010/150 | Train Loss: 1.8122 | Val Loss: 1.7926 | Val Dice: 0.3382
Epoch 011/150 | Train Loss: 1.7816 | Val Loss: 1.7602 | Val Dice: 0.3498
Epoch 012/150 | Train Loss: 1.7555 | Val Loss: 1.7279 | Val Dice: 0.3515
Epoch 013/150 | Train Loss: 1.7184 | Val Loss: 1.6955 | Val Dice: 0.3602
Epoch 014/150 | Train Loss: 1.6837 | Val Loss: 1.6708 | Val Dice: 0.3522
Epoch 015/150 | Train Loss: 1.6549 | Val Loss: 1.6537 | Val Dice: 0.3440
Epoch 016/150 | Train Loss: 1.6192 | Val Loss: 1.6069 | Val Dice: 0.3557
Epoch 017/150 | Train Loss: 1.5946 | Val Loss: 1.5835 | Val Dice: 0.3784
Epoch 018/150 | Train Loss: 1.5599 | Val Loss: 1.5692 | Val Dice: 0.3580
Epoch 019/150 | Train Loss: 1.5453 | Val Loss: 1.5154 | Val Dice: 0.3784
Epoch 020/150 | Train Loss: 1.5121 | Val Loss: 1.4885 | Val Dice: 0.3928
Epoch 021/150 | Train Loss: 1.4795 | Val Loss: 1.4659 | Val Dice: 0.3964
Epoch 022/150 | Train Loss: 1.4581 | Val Loss: 1.4346 | Val Dice: 0.4036
Epoch 023/150 | Train Loss: 1.4310 | Val Loss: 1.4258 | Val Dice: 0.3908
Epoch 024/150 | Train Loss: 1.3962 | Val Loss: 1.4102 | Val Dice: 0.3857
Epoch 025/150 | Train Loss: 1.3772 | Val Loss: 1.3680 | Val Dice: 0.4093
Epoch 026/150 | Train Loss: 1.3535 | Val Loss: 1.3392 | Val Dice: 0.4224
Epoch 027/150 | Train Loss: 1.3260 | Val Loss: 1.3185 | Val Dice: 0.4238
Epoch 028/150 | Train Loss: 1.3051 | Val Loss: 1.3054 | Val Dice: 0.4272
Epoch 029/150 | Train Loss: 1.2891 | Val Loss: 1.2786 | Val Dice: 0.4366
Epoch 030/150 | Train Loss: 1.2607 | Val Loss: 1.2660 | Val Dice: 0.4221
Epoch 031/150 | Train Loss: 1.2452 | Val Loss: 1.2425 | Val Dice: 0.4326
Epoch 032/150 | Train Loss: 1.2301 | Val Loss: 1.2230 | Val Dice: 0.4425
Epoch 033/150 | Train Loss: 1.2122 | Val Loss: 1.2090 | Val Dice: 0.4488
Epoch 034/150 | Train Loss: 1.1963 | Val Loss: 1.1913 | Val Dice: 0.4487
Epoch 035/150 | Train Loss: 1.1785 | Val Loss: 1.1764 | Val Dice: 0.4547
Epoch 036/150 | Train Loss: 1.1664 | Val Loss: 1.1601 | Val Dice: 0.4617
Epoch 037/150 | Train Loss: 1.1487 | Val Loss: 1.1648 | Val Dice: 0.4419
Epoch 038/150 | Train Loss: 1.1393 | Val Loss: 1.1314 | Val Dice: 0.4626
Epoch 039/150 | Train Loss: 1.1210 | Val Loss: 1.1233 | Val Dice: 0.4797
Epoch 040/150 | Train Loss: 1.1115 | Val Loss: 1.1099 | Val Dice: 0.4614
Epoch 041/150 | Train Loss: 1.1023 | Val Loss: 1.1047 | Val Dice: 0.4680
Epoch 042/150 | Train Loss: 1.0902 | Val Loss: 1.0843 | Val Dice: 0.4961
Epoch 043/150 | Train Loss: 1.0720 | Val Loss: 1.0704 | Val Dice: 0.4823
Epoch 044/150 | Train Loss: 1.0546 | Val Loss: 1.0576 | Val Dice: 0.4918
Epoch 045/150 | Train Loss: 1.0537 | Val Loss: 1.0475 | Val Dice: 0.5121
Epoch 046/150 | Train Loss: 1.0477 | Val Loss: 1.0593 | Val Dice: 0.4935
Epoch 047/150 | Train Loss: 1.0263 | Val Loss: 1.0314 | Val Dice: 0.5139
Epoch 048/150 | Train Loss: 1.0147 | Val Loss: 1.0289 | Val Dice: 0.5025
Epoch 049/150 | Train Loss: 1.0073 | Val Loss: 1.0125 | Val Dice: 0.5220
Epoch 050/150 | Train Loss: 0.9937 | Val Loss: 1.0043 | Val Dice: 0.4875
Epoch 051/150 | Train Loss: 0.9824 | Val Loss: 0.9915 | Val Dice: 0.5126
Epoch 052/150 | Train Loss: 0.9745 | Val Loss: 0.9796 | Val Dice: 0.5177
Epoch 053/150 | Train Loss: 0.9625 | Val Loss: 0.9770 | Val Dice: 0.5215
Epoch 054/150 | Train Loss: 0.9511 | Val Loss: 0.9640 | Val Dice: 0.5328
Epoch 055/150 | Train Loss: 0.9440 | Val Loss: 0.9594 | Val Dice: 0.5445
Epoch 056/150 | Train Loss: 0.9383 | Val Loss: 0.9633 | Val Dice: 0.5147
Epoch 057/150 | Train Loss: 0.9387 | Val Loss: 0.9510 | Val Dice: 0.5421
Epoch 058/150 | Train Loss: 0.9276 | Val Loss: 0.9362 | Val Dice: 0.5546
Epoch 059/150 | Train Loss: 0.9133 | Val Loss: 0.9317 | Val Dice: 0.5226
Epoch 060/150 | Train Loss: 0.9058 | Val Loss: 0.9420 | Val Dice: 0.5288
Epoch 061/150 | Train Loss: 0.9092 | Val Loss: 0.9247 | Val Dice: 0.5684
Epoch 062/150 | Train Loss: 0.9024 | Val Loss: 0.9121 | Val Dice: 0.5156
Epoch 063/150 | Train Loss: 0.8866 | Val Loss: 0.9011 | Val Dice: 0.5532
Epoch 064/150 | Train Loss: 0.8858 | Val Loss: 0.8985 | Val Dice: 0.5378
Epoch 065/150 | Train Loss: 0.8743 | Val Loss: 0.8902 | Val Dice: 0.5458
Epoch 066/150 | Train Loss: 0.8647 | Val Loss: 0.8795 | Val Dice: 0.5728
Epoch 067/150 | Train Loss: 0.8597 | Val Loss: 0.8758 | Val Dice: 0.5608
Epoch 068/150 | Train Loss: 0.8497 | Val Loss: 0.8746 | Val Dice: 0.5683
Epoch 069/150 | Train Loss: 0.8427 | Val Loss: 0.8671 | Val Dice: 0.5689
Epoch 070/150 | Train Loss: 0.8361 | Val Loss: 0.8625 | Val Dice: 0.5770
Epoch 071/150 | Train Loss: 0.8352 | Val Loss: 0.8570 | Val Dice: 0.5575
Epoch 072/150 | Train Loss: 0.8290 | Val Loss: 0.8593 | Val Dice: 0.5551
Epoch 073/150 | Train Loss: 0.8250 | Val Loss: 0.8438 | Val Dice: 0.5801
Epoch 074/150 | Train Loss: 0.8170 | Val Loss: 0.8405 | Val Dice: 0.6008
Epoch 075/150 | Train Loss: 0.8139 | Val Loss: 0.8317 | Val Dice: 0.5838
Epoch 076/150 | Train Loss: 0.8089 | Val Loss: 0.8334 | Val Dice: 0.6192
Epoch 077/150 | Train Loss: 0.8022 | Val Loss: 0.8271 | Val Dice: 0.5691
Epoch 078/150 | Train Loss: 0.7948 | Val Loss: 0.8231 | Val Dice: 0.5771
Epoch 079/150 | Train Loss: 0.7926 | Val Loss: 0.8174 | Val Dice: 0.5925
Epoch 080/150 | Train Loss: 0.7957 | Val Loss: 0.8169 | Val Dice: 0.6158
Epoch 081/150 | Train Loss: 0.7898 | Val Loss: 0.8367 | Val Dice: 0.5885
Epoch 082/150 | Train Loss: 0.7860 | Val Loss: 0.8024 | Val Dice: 0.6250
Epoch 083/150 | Train Loss: 0.7738 | Val Loss: 0.7952 | Val Dice: 0.6219
Epoch 084/150 | Train Loss: 0.7693 | Val Loss: 0.8183 | Val Dice: 0.6277
Epoch 085/150 | Train Loss: 0.7817 | Val Loss: 0.8057 | Val Dice: 0.5894
Epoch 086/150 | Train Loss: 0.7749 | Val Loss: 0.8089 | Val Dice: 0.6144
Epoch 087/150 | Train Loss: 0.7696 | Val Loss: 0.7898 | Val Dice: 0.6183
Epoch 088/150 | Train Loss: 0.7581 | Val Loss: 0.7770 | Val Dice: 0.5615
Epoch 089/150 | Train Loss: 0.7468 | Val Loss: 0.7768 | Val Dice: 0.6040
Epoch 090/150 | Train Loss: 0.7549 | Val Loss: 0.7701 | Val Dice: 0.6299
Epoch 091/150 | Train Loss: 0.7394 | Val Loss: 0.7679 | Val Dice: 0.6060
Epoch 092/150 | Train Loss: 0.7399 | Val Loss: 0.7675 | Val Dice: 0.6328
Epoch 093/150 | Train Loss: 0.7322 | Val Loss: 0.7601 | Val Dice: 0.6087
Epoch 094/150 | Train Loss: 0.7261 | Val Loss: 0.7563 | Val Dice: 0.6207
Epoch 095/150 | Train Loss: 0.7240 | Val Loss: 0.7514 | Val Dice: 0.6399
Epoch 096/150 | Train Loss: 0.7200 | Val Loss: 0.7453 | Val Dice: 0.6187
Epoch 097/150 | Train Loss: 0.7196 | Val Loss: 0.7614 | Val Dice: 0.6297
Epoch 098/150 | Train Loss: 0.7143 | Val Loss: 0.7458 | Val Dice: 0.6366
Epoch 099/150 | Train Loss: 0.7099 | Val Loss: 0.7401 | Val Dice: 0.6282
