Epoch 001/100 | Train Loss: 0.9497 | Val Loss: 0.7996 | Val Dice: 0.7312
Epoch 002/100 | Train Loss: 0.7720 | Val Loss: 0.7167 | Val Dice: 0.7512
Epoch 003/100 | Train Loss: 0.6926 | Val Loss: 0.6257 | Val Dice: 0.8017
Epoch 004/100 | Train Loss: 0.6401 | Val Loss: 0.5755 | Val Dice: 0.8215
Epoch 005/100 | Train Loss: 0.5871 | Val Loss: 0.5452 | Val Dice: 0.8261
Epoch 006/100 | Train Loss: 0.5500 | Val Loss: 0.5282 | Val Dice: 0.8258
Epoch 007/100 | Train Loss: 0.5308 | Val Loss: 0.4965 | Val Dice: 0.8494
Epoch 008/100 | Train Loss: 0.5019 | Val Loss: 0.4918 | Val Dice: 0.8381
Epoch 009/100 | Train Loss: 0.4878 | Val Loss: 0.4518 | Val Dice: 0.8646
Epoch 010/100 | Train Loss: 0.4700 | Val Loss: 0.4541 | Val Dice: 0.8642
Epoch 011/100 | Train Loss: 0.4580 | Val Loss: 0.4432 | Val Dice: 0.8655
Epoch 012/100 | Train Loss: 0.4349 | Val Loss: 0.4320 | Val Dice: 0.8694
Epoch 013/100 | Train Loss: 0.4281 | Val Loss: 0.4404 | Val Dice: 0.8550
Epoch 014/100 | Train Loss: 0.4217 | Val Loss: 0.4220 | Val Dice: 0.8650
Epoch 015/100 | Train Loss: 0.4089 | Val Loss: 0.4322 | Val Dice: 0.8714
Epoch 016/100 | Train Loss: 0.4066 | Val Loss: 0.4030 | Val Dice: 0.8791
Epoch 017/100 | Train Loss: 0.3913 | Val Loss: 0.3836 | Val Dice: 0.8843
Epoch 018/100 | Train Loss: 0.3842 | Val Loss: 0.4069 | Val Dice: 0.8699
Epoch 019/100 | Train Loss: 0.3789 | Val Loss: 0.4088 | Val Dice: 0.8723
Epoch 020/100 | Train Loss: 0.3669 | Val Loss: 0.4082 | Val Dice: 0.8731
Epoch 021/100 | Train Loss: 0.3713 | Val Loss: 0.3899 | Val Dice: 0.8751
Epoch 022/100 | Train Loss: 0.3547 | Val Loss: 0.3786 | Val Dice: 0.8798
Epoch 023/100 | Train Loss: 0.3491 | Val Loss: 0.3804 | Val Dice: 0.8782
Epoch 024/100 | Train Loss: 0.3399 | Val Loss: 0.3828 | Val Dice: 0.8811
Epoch 025/100 | Train Loss: 0.3454 | Val Loss: 0.3579 | Val Dice: 0.8858
Epoch 026/100 | Train Loss: 0.3402 | Val Loss: 0.3669 | Val Dice: 0.8859
Epoch 027/100 | Train Loss: 0.3326 | Val Loss: 0.3576 | Val Dice: 0.8854
Epoch 028/100 | Train Loss: 0.3380 | Val Loss: 0.3655 | Val Dice: 0.8863
Epoch 029/100 | Train Loss: 0.3316 | Val Loss: 0.3566 | Val Dice: 0.8840
Epoch 030/100 | Train Loss: 0.3180 | Val Loss: 0.3608 | Val Dice: 0.8851
Epoch 031/100 | Train Loss: 0.3132 | Val Loss: 0.3458 | Val Dice: 0.8906
Epoch 032/100 | Train Loss: 0.3138 | Val Loss: 0.3771 | Val Dice: 0.8799
Epoch 033/100 | Train Loss: 0.3062 | Val Loss: 0.3671 | Val Dice: 0.8835
Epoch 034/100 | Train Loss: 0.3041 | Val Loss: 0.3774 | Val Dice: 0.8772
Epoch 035/100 | Train Loss: 0.3177 | Val Loss: 0.3463 | Val Dice: 0.8867
Epoch 036/100 | Train Loss: 0.2989 | Val Loss: 0.3475 | Val Dice: 0.8879
Epoch 037/100 | Train Loss: 0.2923 | Val Loss: 0.3716 | Val Dice: 0.8816
Epoch 038/100 | Train Loss: 0.3003 | Val Loss: 0.3540 | Val Dice: 0.8836
Epoch 039/100 | Train Loss: 0.3010 | Val Loss: 0.3614 | Val Dice: 0.8864
Epoch 040/100 | Train Loss: 0.2845 | Val Loss: 0.3515 | Val Dice: 0.8877
Epoch 041/100 | Train Loss: 0.2786 | Val Loss: 0.3482 | Val Dice: 0.8894
Early stopping at epoch 41: validation Dice has not improved beyond 0.8906 by more than 0.0010 for 10 consecutive epochs.
