Epoch 001/100 | Train Loss: 2.9444 | Val Loss: 2.7705 | Val Dice: 0.0466
Epoch 002/100 | Train Loss: 2.2268 | Val Loss: 2.4202 | Val Dice: 0.0547
Epoch 003/100 | Train Loss: 1.8388 | Val Loss: 2.2408 | Val Dice: 0.0608
Epoch 004/100 | Train Loss: 1.6414 | Val Loss: 2.1568 | Val Dice: 0.0627
Epoch 005/100 | Train Loss: 1.5493 | Val Loss: 2.1035 | Val Dice: 0.0594
Epoch 006/100 | Train Loss: 1.4937 | Val Loss: 2.0653 | Val Dice: 0.0570
Epoch 007/100 | Train Loss: 1.4507 | Val Loss: 2.0341 | Val Dice: 0.0538
Epoch 008/100 | Train Loss: 1.4155 | Val Loss: 2.0004 | Val Dice: 0.0526
Epoch 009/100 | Train Loss: 1.3844 | Val Loss: 1.9624 | Val Dice: 0.0535
Epoch 010/100 | Train Loss: 1.3551 | Val Loss: 1.9198 | Val Dice: 0.0558
Epoch 011/100 | Train Loss: 1.3266 | Val Loss: 1.8719 | Val Dice: 0.0581
Epoch 012/100 | Train Loss: 1.2966 | Val Loss: 1.8184 | Val Dice: 0.0634
Epoch 013/100 | Train Loss: 1.2639 | Val Loss: 1.7615 | Val Dice: 0.0687
Epoch 014/100 | Train Loss: 1.2300 | Val Loss: 1.7001 | Val Dice: 0.0789
Epoch 015/100 | Train Loss: 1.1970 | Val Loss: 1.6380 | Val Dice: 0.0915
Epoch 016/100 | Train Loss: 1.1662 | Val Loss: 1.5785 | Val Dice: 0.1101
Epoch 017/100 | Train Loss: 1.1409 | Val Loss: 1.5260 | Val Dice: 0.1236
Epoch 018/100 | Train Loss: 1.1181 | Val Loss: 1.4805 | Val Dice: 0.1392
Epoch 019/100 | Train Loss: 1.1001 | Val Loss: 1.4441 | Val Dice: 0.1503
Epoch 020/100 | Train Loss: 1.0854 | Val Loss: 1.4154 | Val Dice: 0.1565
Epoch 021/100 | Train Loss: 1.0720 | Val Loss: 1.3922 | Val Dice: 0.1639
Epoch 022/100 | Train Loss: 1.0584 | Val Loss: 1.3753 | Val Dice: 0.1680
Epoch 023/100 | Train Loss: 1.0443 | Val Loss: 1.3621 | Val Dice: 0.1708
Epoch 024/100 | Train Loss: 1.0307 | Val Loss: 1.3531 | Val Dice: 0.1690
Epoch 025/100 | Train Loss: 1.0178 | Val Loss: 1.3475 | Val Dice: 0.1686
Epoch 026/100 | Train Loss: 1.0058 | Val Loss: 1.3453 | Val Dice: 0.1666
Epoch 027/100 | Train Loss: 0.9951 | Val Loss: 1.3450 | Val Dice: 0.1628
Epoch 028/100 | Train Loss: 0.9855 | Val Loss: 1.3454 | Val Dice: 0.1620
Epoch 029/100 | Train Loss: 0.9769 | Val Loss: 1.3451 | Val Dice: 0.1592
Epoch 030/100 | Train Loss: 0.9686 | Val Loss: 1.3433 | Val Dice: 0.1580
Epoch 031/100 | Train Loss: 0.9605 | Val Loss: 1.3400 | Val Dice: 0.1566
Epoch 032/100 | Train Loss: 0.9523 | Val Loss: 1.3345 | Val Dice: 0.1556
Epoch 033/100 | Train Loss: 0.9436 | Val Loss: 1.3265 | Val Dice: 0.1571
Early stopping at epoch 33: validation Dice has not improved beyond 0.1708 by more than 0.0010 for 10 consecutive epochs.
