Epoch 001/100 | Train Loss: 1.4839 | Val Loss: 1.5305 | Val Dice: 0.1756
Epoch 002/100 | Train Loss: 1.4214 | Val Loss: 1.5391 | Val Dice: 0.1771
Epoch 003/100 | Train Loss: 1.3559 | Val Loss: 1.3229 | Val Dice: 0.4285
Epoch 004/100 | Train Loss: 1.2930 | Val Loss: 1.2681 | Val Dice: 0.4922
Epoch 005/100 | Train Loss: 1.2282 | Val Loss: 1.1952 | Val Dice: 0.6085
Epoch 006/100 | Train Loss: 1.1606 | Val Loss: 1.1114 | Val Dice: 0.6607
Epoch 007/100 | Train Loss: 1.0951 | Val Loss: 1.0300 | Val Dice: 0.6490
Epoch 008/100 | Train Loss: 1.0314 | Val Loss: 0.9778 | Val Dice: 0.6612
Epoch 009/100 | Train Loss: 0.9689 | Val Loss: 0.9463 | Val Dice: 0.7231
Epoch 010/100 | Train Loss: 0.9092 | Val Loss: 0.8528 | Val Dice: 0.7343
Epoch 011/100 | Train Loss: 0.8486 | Val Loss: 0.8045 | Val Dice: 0.7121
Epoch 012/100 | Train Loss: 0.7908 | Val Loss: 0.7577 | Val Dice: 0.7554
Epoch 013/100 | Train Loss: 0.7365 | Val Loss: 0.6973 | Val Dice: 0.7489
Epoch 014/100 | Train Loss: 0.6803 | Val Loss: 0.6605 | Val Dice: 0.7130
Epoch 015/100 | Train Loss: 0.6331 | Val Loss: 0.6025 | Val Dice: 0.7575
Epoch 016/100 | Train Loss: 0.5870 | Val Loss: 0.5474 | Val Dice: 0.7653
Epoch 017/100 | Train Loss: 0.5421 | Val Loss: 0.5121 | Val Dice: 0.7781
Epoch 018/100 | Train Loss: 0.5090 | Val Loss: 0.4941 | Val Dice: 0.7439
Epoch 019/100 | Train Loss: 0.4808 | Val Loss: 0.4628 | Val Dice: 0.7585
Epoch 020/100 | Train Loss: 0.4488 | Val Loss: 0.4306 | Val Dice: 0.7927
Epoch 021/100 | Train Loss: 0.4254 | Val Loss: 0.4157 | Val Dice: 0.7722
Epoch 022/100 | Train Loss: 0.4082 | Val Loss: 0.3928 | Val Dice: 0.8094
Epoch 023/100 | Train Loss: 0.3877 | Val Loss: 0.3822 | Val Dice: 0.8121
Epoch 024/100 | Train Loss: 0.3743 | Val Loss: 0.3774 | Val Dice: 0.7685
Epoch 025/100 | Train Loss: 0.3606 | Val Loss: 0.3749 | Val Dice: 0.8182
Epoch 026/100 | Train Loss: 0.3483 | Val Loss: 0.3507 | Val Dice: 0.8223
Epoch 027/100 | Train Loss: 0.3359 | Val Loss: 0.3472 | Val Dice: 0.8010
Epoch 028/100 | Train Loss: 0.3330 | Val Loss: 0.3322 | Val Dice: 0.8301
Epoch 029/100 | Train Loss: 0.3238 | Val Loss: 0.3310 | Val Dice: 0.8127
Epoch 030/100 | Train Loss: 0.3177 | Val Loss: 0.3372 | Val Dice: 0.8254
Epoch 031/100 | Train Loss: 0.3157 | Val Loss: 0.3232 | Val Dice: 0.8096
Epoch 032/100 | Train Loss: 0.3139 | Val Loss: 0.3245 | Val Dice: 0.8136
Epoch 033/100 | Train Loss: 0.3084 | Val Loss: 0.3374 | Val Dice: 0.7537
Epoch 034/100 | Train Loss: 0.3036 | Val Loss: 0.3302 | Val Dice: 0.7858
Epoch 035/100 | Train Loss: 0.2979 | Val Loss: 0.3119 | Val Dice: 0.8214
Epoch 036/100 | Train Loss: 0.2903 | Val Loss: 0.3117 | Val Dice: 0.8199
Epoch 037/100 | Train Loss: 0.2911 | Val Loss: 0.3344 | Val Dice: 0.7997
Epoch 038/100 | Train Loss: 0.2902 | Val Loss: 0.3147 | Val Dice: 0.8038
Early stopping at epoch 38: validation Dice has not improved beyond 0.8301 by more than 0.0010 for 10 consecutive epochs.
