Epoch 001/100 | Train Loss: 1.0695 | Val Loss: 0.8286 | Val Dice: 0.7530
Epoch 002/100 | Train Loss: 0.8501 | Val Loss: 0.7398 | Val Dice: 0.7707
Epoch 003/100 | Train Loss: 0.7741 | Val Loss: 0.6908 | Val Dice: 0.7794
Epoch 004/100 | Train Loss: 0.7366 | Val Loss: 0.6709 | Val Dice: 0.7926
Epoch 005/100 | Train Loss: 0.6987 | Val Loss: 0.6327 | Val Dice: 0.8192
Epoch 006/100 | Train Loss: 0.6749 | Val Loss: 0.5916 | Val Dice: 0.8357
Epoch 007/100 | Train Loss: 0.6477 | Val Loss: 0.5751 | Val Dice: 0.8315
Epoch 008/100 | Train Loss: 0.6342 | Val Loss: 0.5622 | Val Dice: 0.8341
Epoch 009/100 | Train Loss: 0.6146 | Val Loss: 0.5567 | Val Dice: 0.8354
Epoch 010/100 | Train Loss: 0.5876 | Val Loss: 0.5692 | Val Dice: 0.8258
Epoch 011/100 | Train Loss: 0.5803 | Val Loss: 0.5413 | Val Dice: 0.8343
Epoch 012/100 | Train Loss: 0.5652 | Val Loss: 0.5138 | Val Dice: 0.8478
Epoch 013/100 | Train Loss: 0.5441 | Val Loss: 0.5396 | Val Dice: 0.8331
Epoch 014/100 | Train Loss: 0.5401 | Val Loss: 0.5366 | Val Dice: 0.8285
Epoch 015/100 | Train Loss: 0.5209 | Val Loss: 0.5091 | Val Dice: 0.8448
Epoch 016/100 | Train Loss: 0.5098 | Val Loss: 0.4837 | Val Dice: 0.8537
Epoch 017/100 | Train Loss: 0.5067 | Val Loss: 0.4601 | Val Dice: 0.8629
Epoch 018/100 | Train Loss: 0.4910 | Val Loss: 0.4685 | Val Dice: 0.8545
Epoch 019/100 | Train Loss: 0.4778 | Val Loss: 0.4834 | Val Dice: 0.8503
Epoch 020/100 | Train Loss: 0.4741 | Val Loss: 0.4636 | Val Dice: 0.8528
Epoch 021/100 | Train Loss: 0.4664 | Val Loss: 0.4542 | Val Dice: 0.8600
Epoch 022/100 | Train Loss: 0.4585 | Val Loss: 0.5079 | Val Dice: 0.8341
Epoch 023/100 | Train Loss: 0.4470 | Val Loss: 0.4911 | Val Dice: 0.8409
Epoch 024/100 | Train Loss: 0.4438 | Val Loss: 0.4797 | Val Dice: 0.8451
Epoch 025/100 | Train Loss: 0.4326 | Val Loss: 0.4322 | Val Dice: 0.8685
Epoch 026/100 | Train Loss: 0.4306 | Val Loss: 0.4625 | Val Dice: 0.8515
Epoch 027/100 | Train Loss: 0.4135 | Val Loss: 0.4872 | Val Dice: 0.8497
Epoch 028/100 | Train Loss: 0.4152 | Val Loss: 0.4342 | Val Dice: 0.8621
Epoch 029/100 | Train Loss: 0.4021 | Val Loss: 0.4664 | Val Dice: 0.8519
Epoch 030/100 | Train Loss: 0.3941 | Val Loss: 0.4419 | Val Dice: 0.8603
Epoch 031/100 | Train Loss: 0.3827 | Val Loss: 0.4481 | Val Dice: 0.8590
Epoch 032/100 | Train Loss: 0.3799 | Val Loss: 0.4528 | Val Dice: 0.8534
Epoch 033/100 | Train Loss: 0.3941 | Val Loss: 0.4431 | Val Dice: 0.8542
Epoch 034/100 | Train Loss: 0.3758 | Val Loss: 0.4422 | Val Dice: 0.8557
Epoch 035/100 | Train Loss: 0.3637 | Val Loss: 0.4489 | Val Dice: 0.8562
Early stopping at epoch 35: validation Dice has not improved beyond 0.8685 by more than 0.0010 for 10 consecutive epochs.
