Epoch 001/100 | Train Loss: 1.4474 | Val Loss: 1.6031 | Val Dice: 0.2774
Epoch 002/100 | Train Loss: 1.2156 | Val Loss: 1.5739 | Val Dice: 0.2774
Epoch 003/100 | Train Loss: 1.1139 | Val Loss: 1.5164 | Val Dice: 0.2774
Epoch 004/100 | Train Loss: 1.0724 | Val Loss: 1.4105 | Val Dice: 0.2852
Epoch 005/100 | Train Loss: 1.0343 | Val Loss: 1.2335 | Val Dice: 0.7910
Epoch 006/100 | Train Loss: 1.0045 | Val Loss: 1.1299 | Val Dice: 0.8570
Epoch 007/100 | Train Loss: 0.9765 | Val Loss: 1.0987 | Val Dice: 0.8429
Epoch 008/100 | Train Loss: 0.9440 | Val Loss: 1.0341 | Val Dice: 0.8536
Epoch 009/100 | Train Loss: 0.9286 | Val Loss: 0.9896 | Val Dice: 0.8762
Epoch 010/100 | Train Loss: 0.8928 | Val Loss: 1.0100 | Val Dice: 0.8572
Epoch 011/100 | Train Loss: 0.8727 | Val Loss: 0.9274 | Val Dice: 0.8787
Epoch 012/100 | Train Loss: 0.8507 | Val Loss: 0.9048 | Val Dice: 0.8937
Epoch 013/100 | Train Loss: 0.8262 | Val Loss: 0.8772 | Val Dice: 0.8826
Epoch 014/100 | Train Loss: 0.7991 | Val Loss: 0.8697 | Val Dice: 0.9031
Epoch 015/100 | Train Loss: 0.7763 | Val Loss: 0.8268 | Val Dice: 0.9024
Epoch 016/100 | Train Loss: 0.7542 | Val Loss: 0.7881 | Val Dice: 0.8981
Epoch 017/100 | Train Loss: 0.7429 | Val Loss: 0.8012 | Val Dice: 0.8968
Epoch 018/100 | Train Loss: 0.7205 | Val Loss: 0.8238 | Val Dice: 0.8688
Epoch 019/100 | Train Loss: 0.6992 | Val Loss: 0.7503 | Val Dice: 0.8985
Epoch 020/100 | Train Loss: 0.6670 | Val Loss: 0.7148 | Val Dice: 0.9053
Epoch 021/100 | Train Loss: 0.6539 | Val Loss: 0.6880 | Val Dice: 0.9166
Epoch 022/100 | Train Loss: 0.6265 | Val Loss: 0.6684 | Val Dice: 0.9088
Epoch 023/100 | Train Loss: 0.6043 | Val Loss: 0.6609 | Val Dice: 0.9252
Epoch 024/100 | Train Loss: 0.5871 | Val Loss: 0.6327 | Val Dice: 0.9169
Epoch 025/100 | Train Loss: 0.5846 | Val Loss: 0.6092 | Val Dice: 0.9193
Epoch 026/100 | Train Loss: 0.5677 | Val Loss: 0.6242 | Val Dice: 0.9170
Epoch 027/100 | Train Loss: 0.5432 | Val Loss: 0.5803 | Val Dice: 0.9242
Epoch 028/100 | Train Loss: 0.5423 | Val Loss: 0.5769 | Val Dice: 0.9155
Epoch 029/100 | Train Loss: 0.5267 | Val Loss: 0.5662 | Val Dice: 0.9145
Epoch 030/100 | Train Loss: 0.5091 | Val Loss: 0.5540 | Val Dice: 0.9043
Epoch 031/100 | Train Loss: 0.4971 | Val Loss: 0.5865 | Val Dice: 0.9020
Epoch 032/100 | Train Loss: 0.4877 | Val Loss: 0.5204 | Val Dice: 0.9214
Epoch 033/100 | Train Loss: 0.4716 | Val Loss: 0.5051 | Val Dice: 0.9198
Early stopping at epoch 33: validation Dice has not improved beyond 0.9252 by more than 0.0010 for 10 consecutive epochs.
