Epoch 001/100 | Train Loss: 8.0986 | Val Loss: 4.0130 | Val Dice: 0.2644
Epoch 002/100 | Train Loss: 3.0083 | Val Loss: 2.4583 | Val Dice: 0.2854
Epoch 003/100 | Train Loss: 2.0960 | Val Loss: 1.9066 | Val Dice: 0.3056
Epoch 004/100 | Train Loss: 1.7070 | Val Loss: 1.6235 | Val Dice: 0.3195
Epoch 005/100 | Train Loss: 1.4831 | Val Loss: 1.4561 | Val Dice: 0.3460
Epoch 006/100 | Train Loss: 1.3460 | Val Loss: 1.3363 | Val Dice: 0.3464
Epoch 007/100 | Train Loss: 1.2571 | Val Loss: 1.2661 | Val Dice: 0.3660
Epoch 008/100 | Train Loss: 1.1814 | Val Loss: 1.2076 | Val Dice: 0.3542
Epoch 009/100 | Train Loss: 1.1330 | Val Loss: 1.1619 | Val Dice: 0.3649
Epoch 010/100 | Train Loss: 1.0966 | Val Loss: 1.1272 | Val Dice: 0.3773
Epoch 011/100 | Train Loss: 1.0662 | Val Loss: 1.0981 | Val Dice: 0.3890
Epoch 012/100 | Train Loss: 1.0382 | Val Loss: 1.0894 | Val Dice: 0.3741
Epoch 013/100 | Train Loss: 1.0213 | Val Loss: 1.0550 | Val Dice: 0.3971
Epoch 014/100 | Train Loss: 0.9970 | Val Loss: 1.0529 | Val Dice: 0.3849
Epoch 015/100 | Train Loss: 0.9812 | Val Loss: 1.0279 | Val Dice: 0.4111
Epoch 016/100 | Train Loss: 0.9750 | Val Loss: 1.0112 | Val Dice: 0.4202
Epoch 017/100 | Train Loss: 0.9585 | Val Loss: 0.9989 | Val Dice: 0.4312
Epoch 018/100 | Train Loss: 0.9408 | Val Loss: 0.9920 | Val Dice: 0.4376
Epoch 019/100 | Train Loss: 0.9336 | Val Loss: 0.9878 | Val Dice: 0.4083
Epoch 020/100 | Train Loss: 0.9293 | Val Loss: 0.9829 | Val Dice: 0.4136
Epoch 021/100 | Train Loss: 0.9262 | Val Loss: 0.9714 | Val Dice: 0.4572
Epoch 022/100 | Train Loss: 0.9139 | Val Loss: 0.9574 | Val Dice: 0.4321
Epoch 023/100 | Train Loss: 0.9025 | Val Loss: 0.9476 | Val Dice: 0.4587
