Epoch 001/100 | Train Loss: 1.2452 | Val Loss: 1.4370 | Val Dice: 0.4575
Epoch 002/100 | Train Loss: 1.0027 | Val Loss: 1.0459 | Val Dice: 0.6711
Epoch 003/100 | Train Loss: 0.8652 | Val Loss: 0.8165 | Val Dice: 0.8626
Epoch 004/100 | Train Loss: 0.7299 | Val Loss: 0.7420 | Val Dice: 0.8472
Epoch 005/100 | Train Loss: 0.6160 | Val Loss: 0.6425 | Val Dice: 0.8515
Epoch 006/100 | Train Loss: 0.5121 | Val Loss: 0.5257 | Val Dice: 0.8748
Epoch 007/100 | Train Loss: 0.4230 | Val Loss: 0.4367 | Val Dice: 0.8887
Epoch 008/100 | Train Loss: 0.3571 | Val Loss: 0.3784 | Val Dice: 0.8958
Epoch 009/100 | Train Loss: 0.3015 | Val Loss: 0.3673 | Val Dice: 0.8921
Epoch 010/100 | Train Loss: 0.2533 | Val Loss: 0.2613 | Val Dice: 0.9229
Epoch 011/100 | Train Loss: 0.2147 | Val Loss: 0.2532 | Val Dice: 0.9206
Epoch 012/100 | Train Loss: 0.1889 | Val Loss: 0.2174 | Val Dice: 0.9270
Epoch 013/100 | Train Loss: 0.1735 | Val Loss: 0.2084 | Val Dice: 0.9274
Epoch 014/100 | Train Loss: 0.1519 | Val Loss: 0.1851 | Val Dice: 0.9333
Epoch 015/100 | Train Loss: 0.1451 | Val Loss: 0.1666 | Val Dice: 0.9404
Epoch 016/100 | Train Loss: 0.1351 | Val Loss: 0.3753 | Val Dice: 0.8615
Epoch 017/100 | Train Loss: 0.1273 | Val Loss: 0.1776 | Val Dice: 0.9254
Epoch 018/100 | Train Loss: 0.1167 | Val Loss: 0.1430 | Val Dice: 0.9432
Epoch 019/100 | Train Loss: 0.1122 | Val Loss: 0.1392 | Val Dice: 0.9427
Epoch 020/100 | Train Loss: 0.1054 | Val Loss: 0.1742 | Val Dice: 0.9262
Epoch 021/100 | Train Loss: 0.1030 | Val Loss: 0.1239 | Val Dice: 0.9493
Epoch 022/100 | Train Loss: 0.0961 | Val Loss: 0.1244 | Val Dice: 0.9482
Epoch 023/100 | Train Loss: 0.0961 | Val Loss: 0.1311 | Val Dice: 0.9430
Epoch 024/100 | Train Loss: 0.0901 | Val Loss: 0.1198 | Val Dice: 0.9501
Epoch 025/100 | Train Loss: 0.0854 | Val Loss: 0.1268 | Val Dice: 0.9461
Epoch 026/100 | Train Loss: 0.0824 | Val Loss: 0.1265 | Val Dice: 0.9463
Epoch 027/100 | Train Loss: 0.0843 | Val Loss: 0.1260 | Val Dice: 0.9456
Epoch 028/100 | Train Loss: 0.0804 | Val Loss: 0.1320 | Val Dice: 0.9417
Epoch 029/100 | Train Loss: 0.0760 | Val Loss: 0.1291 | Val Dice: 0.9447
Epoch 030/100 | Train Loss: 0.0791 | Val Loss: 0.1054 | Val Dice: 0.9546
Epoch 031/100 | Train Loss: 0.0731 | Val Loss: 0.1074 | Val Dice: 0.9534
Epoch 032/100 | Train Loss: 0.0725 | Val Loss: 0.1292 | Val Dice: 0.9444
Epoch 033/100 | Train Loss: 0.0708 | Val Loss: 0.1067 | Val Dice: 0.9535
Epoch 034/100 | Train Loss: 0.0721 | Val Loss: 0.1349 | Val Dice: 0.9414
Epoch 035/100 | Train Loss: 0.0697 | Val Loss: 0.1084 | Val Dice: 0.9533
Epoch 036/100 | Train Loss: 0.0703 | Val Loss: 0.1207 | Val Dice: 0.9466
Epoch 037/100 | Train Loss: 0.0723 | Val Loss: 0.1144 | Val Dice: 0.9483
Epoch 038/100 | Train Loss: 0.0677 | Val Loss: 0.0973 | Val Dice: 0.9564
Epoch 039/100 | Train Loss: 0.0649 | Val Loss: 0.1071 | Val Dice: 0.9530
Epoch 040/100 | Train Loss: 0.0652 | Val Loss: 0.1021 | Val Dice: 0.9561
Epoch 041/100 | Train Loss: 0.0632 | Val Loss: 0.0991 | Val Dice: 0.9559
Epoch 042/100 | Train Loss: 0.0644 | Val Loss: 0.0978 | Val Dice: 0.9577
Epoch 043/100 | Train Loss: 0.0614 | Val Loss: 0.0889 | Val Dice: 0.9604
Epoch 044/100 | Train Loss: 0.0599 | Val Loss: 0.1025 | Val Dice: 0.9549
Epoch 045/100 | Train Loss: 0.0622 | Val Loss: 0.0979 | Val Dice: 0.9563
Epoch 046/100 | Train Loss: 0.0593 | Val Loss: 0.0909 | Val Dice: 0.9600
Epoch 047/100 | Train Loss: 0.0575 | Val Loss: 0.0890 | Val Dice: 0.9606
Epoch 048/100 | Train Loss: 0.0637 | Val Loss: 0.1155 | Val Dice: 0.9492
Epoch 049/100 | Train Loss: 0.0579 | Val Loss: 0.1082 | Val Dice: 0.9522
Epoch 050/100 | Train Loss: 0.0564 | Val Loss: 0.1215 | Val Dice: 0.9479
Epoch 051/100 | Train Loss: 0.0570 | Val Loss: 0.1012 | Val Dice: 0.9552
Epoch 052/100 | Train Loss: 0.0575 | Val Loss: 0.1095 | Val Dice: 0.9520
Epoch 053/100 | Train Loss: 0.0598 | Val Loss: 0.0899 | Val Dice: 0.9601
Early stopping at epoch 53: validation Dice has not improved beyond 0.9604 by more than 0.0010 for 10 consecutive epochs.
