Epoch 001/100 | Train Loss: 1.2707 | Val Loss: 1.1364 | Val Dice: 0.6595
Epoch 002/100 | Train Loss: 1.0133 | Val Loss: 0.9033 | Val Dice: 0.7141
Epoch 003/100 | Train Loss: 0.6738 | Val Loss: 0.3759 | Val Dice: 0.8090
Epoch 004/100 | Train Loss: 0.2681 | Val Loss: 0.2305 | Val Dice: 0.8573
Epoch 005/100 | Train Loss: 0.2043 | Val Loss: 0.2114 | Val Dice: 0.8547
Epoch 006/100 | Train Loss: 0.1897 | Val Loss: 0.1924 | Val Dice: 0.8723
Epoch 007/100 | Train Loss: 0.1804 | Val Loss: 0.2161 | Val Dice: 0.8507
Epoch 008/100 | Train Loss: 0.1736 | Val Loss: 0.1857 | Val Dice: 0.8632
Epoch 009/100 | Train Loss: 0.1727 | Val Loss: 0.1909 | Val Dice: 0.8568
Epoch 010/100 | Train Loss: 0.1702 | Val Loss: 0.1843 | Val Dice: 0.8643
Epoch 011/100 | Train Loss: 0.1635 | Val Loss: 0.1825 | Val Dice: 0.8761
Epoch 012/100 | Train Loss: 0.1612 | Val Loss: 0.1874 | Val Dice: 0.8701
Epoch 013/100 | Train Loss: 0.1603 | Val Loss: 0.1695 | Val Dice: 0.8799
Epoch 014/100 | Train Loss: 0.1563 | Val Loss: 0.1728 | Val Dice: 0.8823
Epoch 015/100 | Train Loss: 0.1585 | Val Loss: 0.1681 | Val Dice: 0.8832
Epoch 016/100 | Train Loss: 0.1543 | Val Loss: 0.1668 | Val Dice: 0.8884
Epoch 017/100 | Train Loss: 0.1525 | Val Loss: 0.2372 | Val Dice: 0.8238
Epoch 018/100 | Train Loss: 0.1516 | Val Loss: 0.6396 | Val Dice: 0.3848
Epoch 019/100 | Train Loss: 0.1496 | Val Loss: 0.1609 | Val Dice: 0.8938
Epoch 020/100 | Train Loss: 0.1473 | Val Loss: 0.5794 | Val Dice: 0.5027
Epoch 021/100 | Train Loss: 0.1486 | Val Loss: 0.1825 | Val Dice: 0.8759
Epoch 022/100 | Train Loss: 0.1475 | Val Loss: 0.1593 | Val Dice: 0.8879
Epoch 023/100 | Train Loss: 0.1452 | Val Loss: 0.1623 | Val Dice: 0.8928
Epoch 024/100 | Train Loss: 0.1441 | Val Loss: 0.1599 | Val Dice: 0.8955
Epoch 025/100 | Train Loss: 0.1424 | Val Loss: 0.1714 | Val Dice: 0.8871
Epoch 026/100 | Train Loss: 0.1424 | Val Loss: 0.1595 | Val Dice: 0.8962
Epoch 027/100 | Train Loss: 0.1410 | Val Loss: 0.1564 | Val Dice: 0.8945
Epoch 028/100 | Train Loss: 0.1428 | Val Loss: 0.7823 | Val Dice: 0.2726
Epoch 029/100 | Train Loss: 0.1408 | Val Loss: 0.1572 | Val Dice: 0.9005
Epoch 030/100 | Train Loss: 0.1392 | Val Loss: 0.1587 | Val Dice: 0.8957
Epoch 031/100 | Train Loss: 0.1383 | Val Loss: 0.1533 | Val Dice: 0.9012
Epoch 032/100 | Train Loss: 0.1386 | Val Loss: 0.1577 | Val Dice: 0.8961
Epoch 033/100 | Train Loss: 0.1385 | Val Loss: 0.1529 | Val Dice: 0.9007
Epoch 034/100 | Train Loss: 0.1399 | Val Loss: 0.1560 | Val Dice: 0.8975
Epoch 035/100 | Train Loss: 0.1358 | Val Loss: 0.1511 | Val Dice: 0.9015
Epoch 036/100 | Train Loss: 0.1354 | Val Loss: 0.1587 | Val Dice: 0.8926
Epoch 037/100 | Train Loss: 0.1358 | Val Loss: 0.1798 | Val Dice: 0.8693
Epoch 038/100 | Train Loss: 0.1351 | Val Loss: 0.1523 | Val Dice: 0.8985
Epoch 039/100 | Train Loss: 0.1348 | Val Loss: 0.1599 | Val Dice: 0.8892
Early stopping at epoch 39: validation Dice has not improved beyond 0.9005 by more than 0.0010 for 10 consecutive epochs.
