run_id,date,dataset,parameters,mean_val_dice,std_val_dice,hypothesis,notes,interpretation,mean_test_dice,std_test_dice,mean_test_loss,number_of_seeds_evaluated
2026_07_19_19_04_45_1753730,2026-07-19,Wbc,27987,0.9514,0.0055,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.951,0.0059,0.1662,3
2026_07_19_18_40_43_1753696,2026-07-19,AbdomenUS,27801,0.5776,0.0152,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.5051,0.021,1.3461,3
2026_07_19_18_43_21_1753698,2026-07-19,BkaiIgh,27987,0.6716,0.0331,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.6946,0.0311,0.6944,3
2026_07_19_18_55_43_1753717,2026-07-19,M2caiSeg,28259,0.2763,0.0044,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.1941,0.002,1.9514,3
2026_07_19_18_55_43_1753718,2026-07-19,Monusac,28038,0.4511,0.1904,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.319,0.1267,1.6601,3
2026_07_19_18_41_32_1753697,2026-07-19,Bbbc010,27665,0.9116,0.0047,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.8904,0.0057,0.534,3
2026_07_19_18_44_21_1753699,2026-07-19,BriFiSeg,27665,0.8226,0.0033,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.8037,0.003,0.3885,3
2026_07_19_18_44_21_1753700,2026-07-19,Busi,27665,0.6359,0.0064,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.5793,0.0027,0.81,3
2026_07_19_18_45_44_1753701,2026-07-19,CellNuclei,27953,0.884,0.0046,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.9107,0.0023,0.2482,3
2026_07_19_18_46_52_1753702,2026-07-19,ChaseDB1,27953,0.6213,0.0195,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.6304,0.0079,0.8368,3
2026_07_19_18_47_21_1753703,2026-07-19,Chuac,27665,0.1806,0.1075,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.171,0.15,1.4753,3
2026_07_19_18_47_45_1753704,2026-07-19,Covid19Radio,27665,0.9791,0.0004,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.9799,0.0005,0.0491,3
2026_07_19_18_48_22_1753705,2026-07-19,CovidQUEx,27665,0.7289,0.012,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.7086,0.0105,0.5049,3
2026_07_19_18_49_21_1753706,2026-07-19,CystoFluid,27953,0.7952,0.024,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.7974,0.021,0.666,3
2026_07_19_18_49_21_1753707,2026-07-19,Dca1,27665,0.7238,0.0042,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.7206,0.0052,0.7313,3
2026_07_19_18_50_21_1753708,2026-07-19,Deepbacs,27665,0.713,0.2661,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.7429,0.2066,0.8666,3
2026_07_19_18_50_44_1753709,2026-07-19,Drive,27953,0.7798,0.0033,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.774,0.0057,0.5729,3
2026_07_19_18_51_21_1753710,2026-07-19,DynamicNuclear,27665,0.9376,0.0022,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.923,0.0068,0.2125,3
2026_07_19_18_53_21_1753713,2026-07-19,Idrib,27953,0.8492,0.0187,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.8962,0.021,0.8684,3
2026_07_19_18_53_45_1753714,2026-07-19,Isic2016,27953,0.8965,0.0027,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.8825,0.0011,0.3453,3
2026_07_19_18_53_53_1753715,2026-07-19,Isic2018,27953,0.8698,0.0079,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.8509,0.0064,0.4795,3
2026_07_19_18_55_22_1753716,2026-07-19,Kvasir,27953,0.6716,0.0406,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.584,0.024,0.8176,3
2026_07_19_18_56_22_1753719,2026-07-19,MosMedPlus,27665,0.7643,0.0029,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.772,0.0029,0.3001,3
2026_07_19_18_56_22_1753720,2026-07-19,Nuclei,27953,0.1106,0.0757,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.1,0.0887,1.3942,3
2026_07_19_18_57_52_1753721,2026-07-19,Nuset,27665,0.9498,0.001,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.9457,0.0009,0.1105,3
2026_07_19_18_58_43_1753722,2026-07-19,Pandental,27665,0.9362,0.0017,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.9272,0.0006,0.2585,3
2026_07_19_18_59_22_1753723,2026-07-19,PolypGen,27953,0.4981,0.0259,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.4908,0.017,0.78,3
2026_07_19_18_59_43_1753724,2026-07-19,Promise12,27665,0.8337,0.0065,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.8291,0.0034,0.2958,3
2026_07_19_18_59_51_1753725,2026-07-19,RoboTool,27953,0.7873,0.01,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.7876,0.0053,0.4689,3
2026_07_19_19_00_22_1753726,2026-07-19,TnbcNuclei,27953,0.7457,0.0037,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.7246,0.0018,0.678,3
2026_07_19_19_00_44_1753727,2026-07-19,UltrasoundNerve,27665,0.7343,0.0044,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.7414,0.0024,0.4062,3
2026_07_19_19_01_22_1753728,2026-07-19,USforKidney,27665,0.9443,0.0015,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.9455,0.0002,0.1271,3
2026_07_19_19_04_22_1753729,2026-07-19,UwSkinCancer,27953,0.8428,0.0139,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.8052,0.0109,0.5926,3
2026_07_19_19_05_24_1753731,2026-07-19,Yeaz,27665,0.84,0.0157,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.9147,0.0163,0.3339,3
2026_07_19_18_40_32_1753694,2026-07-19,Chaos,27733,0.6957,0.1158,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.6957,0.1158,0.6769,3
2026_07_19_18_38_01_1753692,2026-07-19,Acdc,27716,0.8245,0.0119,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.8245,0.0119,0.2421,3
2026_07_19_18_40_32_1753695,2026-07-19,MmWhsMr,27784,0.5167,0.0185,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.5167,0.0185,0.7937,3
2026_07_19_18_39_35_1753693,2026-07-19,Btcv,27886,0.6429,0.0385,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,0.6429,0.0385,1.0427,3
2026_07_19_13_28_45_1753232,2026-07-19,EMSegmentation,25329,0.8545,0.0097,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.7218,0.0066,0.4742,3
2026_07_19_13_28_44_1753233,2026-07-19,FHPsAOP,25363,0.9574,0.002,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.9565,0.0022,0.0988,3
2026_07_19_13_33_20_1753251,2026-07-19,Wbc,25651,0.9564,0.0008,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.9528,0.0023,0.163,3
2026_07_19_13_28_53_1753217,2026-07-19,AbdomenUS,25465,0.5935,0.0276,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.5238,0.0219,1.4586,3
2026_07_19_13_28_50_1753219,2026-07-19,BkaiIgh,25651,0.6407,0.0311,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.6397,0.039,0.7474,3
2026_07_19_13_28_34_1753238,2026-07-19,M2caiSeg,25923,0.2732,0.002,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.1922,0.0028,1.9777,3
2026_07_19_13_28_35_1753239,2026-07-19,Monusac,25702,0.3618,0.1054,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.2621,0.0223,1.7027,3
2026_07_19_13_28_59_1753218,2026-07-19,Bbbc010,25329,0.9114,0.0106,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.8943,0.0101,0.4957,3
2026_07_19_13_28_58_1753220,2026-07-19,BriFiSeg,25329,0.8226,0.0033,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.8012,0.0049,0.3896,3
2026_07_19_13_28_50_1753221,2026-07-19,Busi,25329,0.6299,0.003,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.5893,0.0073,0.7773,3
2026_07_19_13_28_43_1753222,2026-07-19,CellNuclei,25617,0.8839,0.0034,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.9095,0.005,0.2676,3
2026_07_19_13_28_35_1753223,2026-07-19,ChaseDB1,25617,0.3569,0.1589,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.3982,0.1976,1.1847,3
2026_07_19_13_28_34_1753224,2026-07-19,Chuac,25329,0.3263,0.0774,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.3172,0.1204,1.1855,3
2026_07_19_13_28_37_1753225,2026-07-19,Covid19Radio,25329,0.9792,0.0007,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.9799,0.0007,0.0489,3
2026_07_19_13_28_42_1753226,2026-07-19,CovidQUEx,25329,0.7231,0.0148,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.7043,0.0125,0.5228,3
2026_07_19_13_28_37_1753227,2026-07-19,CystoFluid,25617,0.7927,0.0388,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.7945,0.036,0.6217,3
2026_07_19_13_28_34_1753228,2026-07-19,Dca1,25329,0.7278,0.0079,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.7278,0.0061,0.6668,3
2026_07_19_13_28_44_1753229,2026-07-19,Deepbacs,25329,0.8542,0.0571,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.8515,0.0482,0.6087,3
2026_07_19_13_28_38_1753230,2026-07-19,Drive,25617,0.526,0.2901,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.5127,0.2876,1.0814,3
2026_07_19_13_28_34_1753231,2026-07-19,DynamicNuclear,25329,0.9331,0.0063,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.9217,0.0041,0.2149,3
2026_07_19_13_28_51_1753234,2026-07-19,Idrib,25617,0.8221,0.0094,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.8794,0.0352,0.9544,3
2026_07_19_13_28_39_1753235,2026-07-19,Isic2016,25617,0.89,0.0035,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.8715,0.0065,0.3994,3
2026_07_19_13_28_46_1753236,2026-07-19,Isic2018,25617,0.8667,0.0102,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.8428,0.0117,0.4773,3
2026_07_19_13_28_49_1753237,2026-07-19,Kvasir,25617,0.6443,0.0504,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.5624,0.0385,0.8807,3
2026_07_19_13_28_40_1753240,2026-07-19,MosMedPlus,25329,0.7533,0.0104,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.7623,0.0097,0.2952,3
2026_07_19_13_28_45_1753241,2026-07-19,Nuclei,25617,0.0937,0.0267,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.0781,0.0261,1.47,3
2026_07_19_13_28_48_1753242,2026-07-19,Nuset,25329,0.9474,0.0007,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.944,0.001,0.1202,3
2026_07_19_13_30_11_1753243,2026-07-19,Pandental,25329,0.9383,0.0026,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.9266,0.003,0.2572,3
2026_07_19_13_30_27_1753244,2026-07-19,PolypGen,25617,0.4923,0.031,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.4895,0.0229,0.7849,3
2026_07_19_13_30_48_1753245,2026-07-19,Promise12,25329,0.8371,0.0146,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.8393,0.0116,0.2557,3
2026_07_19_13_30_54_1753246,2026-07-19,RoboTool,25617,0.7725,0.0101,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.7747,0.0082,0.5311,3
2026_07_19_13_31_31_1753247,2026-07-19,TnbcNuclei,25617,0.7306,0.0313,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.7033,0.0068,0.735,3
2026_07_19_13_31_58_1753248,2026-07-19,UltrasoundNerve,25329,0.7365,0.0026,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.7411,0.0069,0.3883,3
2026_07_19_13_32_23_1753249,2026-07-19,USforKidney,25329,0.9502,0.0023,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.9513,0.0018,0.1106,3
2026_07_19_13_32_51_1753250,2026-07-19,UwSkinCancer,25617,0.8265,0.0129,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.7541,0.0284,0.7341,3
2026_07_19_13_34_00_1753252,2026-07-19,Yeaz,25329,0.8535,0.0059,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.923,0.0118,0.2991,3
2026_07_19_13_28_50_1753215,2026-07-19,Chaos,25397,0.6879,0.1485,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.6879,0.1485,0.7602,3
2026_07_19_13_28_50_1753213,2026-07-19,Acdc,25380,0.827,0.0031,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.827,0.0031,0.2337,3
2026_07_19_13_28_58_1753216,2026-07-19,MmWhsMr,25448,0.5139,0.0278,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.5139,0.0278,0.8713,3
2026_07_19_13_28_51_1753214,2026-07-19,Btcv,25550,0.6503,0.0118,Depth-wise separable layers (16-32-64) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution,,0.6503,0.0118,0.9972,3
