run_id,date,dataset,parameters,mean_val_dice,std_val_dice,hypothesis,notes,interpretation,mean_test_dice,std_test_dice,mean_test_loss,number_of_seeds_evaluated
2026_07_19_00_55_36_1753007,2026-07-19,Btcv,46228,0.6835,0.0309,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.6835,0.0309,0.9496,3
2026_07_21_00_48_24_1755828,2026-07-21,EMSegmentation,55783,0.8452,0.0587,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.7297,0.0252,0.5064,3
2026_07_21_00_49_17_1755829,2026-07-21,FHPsAOP,55813,0.9671,0.001,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.9668,0.0009,0.079,3
2026_07_21_01_00_54_1755847,2026-07-21,Wbc,56065,0.9498,0.0046,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.9536,0.0015,0.1878,3
2026_07_21_00_42_02_1755813,2026-07-21,AbdomenUS,55903,0.6274,0.0252,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.5509,0.0399,1.6666,3
2026_07_21_00_42_42_1755815,2026-07-21,BkaiIgh,56065,0.6571,0.0403,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.686,0.0278,0.733,3
2026_07_21_00_53_51_1755834,2026-07-21,M2caiSeg,56305,0.2924,0.0027,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.2015,0.0037,1.939,3
2026_07_21_00_53_53_1755835,2026-07-21,Monusac,56110,0.3722,0.1363,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.2572,0.039,1.7884,3
2026_07_21_00_42_42_1755814,2026-07-21,Bbbc010,55783,0.903,0.0084,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.8833,0.0114,0.6181,3
2026_07_21_10_11_27_1756067,2026-07-21,BriFiSeg,55783,0.8188,0.0021,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.7865,0.0028,0.4431,3
2026_07_21_00_43_42_1755817,2026-07-21,Busi,55783,0.6572,0.025,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.6214,0.0259,0.8291,3
2026_07_21_00_44_02_1755818,2026-07-21,CellNuclei,56035,0.8761,0.0042,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.9086,0.0023,0.313,3
2026_07_21_00_44_51_1755819,2026-07-21,ChaseDB1,56035,0.2963,0.1615,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.3164,0.1642,1.4482,3
2026_07_21_00_45_13_1755820,2026-07-21,Chuac,55783,0.258,0.0818,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.2648,0.0986,1.2793,3
2026_07_21_00_46_20_1755821,2026-07-21,Covid19Radio,55783,0.9832,0.0001,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.9837,0.0002,0.0396,3
2026_07_21_00_46_24_1755822,2026-07-21,CovidQUEx,55783,0.7435,0.0038,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.7247,0.005,0.4876,3
2026_07_21_00_46_51_1755823,2026-07-21,CystoFluid,56035,0.7475,0.0764,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.7595,0.0504,0.894,3
2026_07_21_00_46_56_1755824,2026-07-21,Dca1,55783,0.703,0.0037,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.7112,0.0073,0.7933,3
2026_07_21_00_47_33_1755825,2026-07-21,Deepbacs,55783,0.6948,0.283,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.6894,0.2775,0.8793,3
2026_07_21_00_48_02_1755826,2026-07-21,Drive,56035,0.6984,0.0452,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.6924,0.041,0.9329,3
2026_07_21_00_48_09_1755827,2026-07-21,DynamicNuclear,55783,0.938,0.0052,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.9277,0.0014,0.2019,3
2026_07_21_00_50_01_1755830,2026-07-21,Idrib,56035,0.8365,0.0367,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.903,0.0039,1.1042,3
2026_07_21_00_52_00_1755831,2026-07-21,Isic2016,56035,0.9008,0.0034,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.8809,0.0019,0.403,3
2026_07_21_00_52_58_1755832,2026-07-21,Isic2018,56035,0.8761,0.0022,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.8622,0.0061,0.4421,3
2026_07_21_00_53_19_1755833,2026-07-21,Kvasir,56035,0.703,0.0306,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.6233,0.011,0.916,3
2026_07_21_00_54_34_1755836,2026-07-21,MosMedPlus,55783,0.7551,0.0041,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.7662,0.0113,0.3276,3
2026_07_21_00_55_19_1755837,2026-07-21,Nuclei,56035,0.129,0.0388,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.116,0.0406,1.4047,3
2026_07_21_00_57_14_1755838,2026-07-21,Nuset,55783,0.948,0.0016,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.9454,0.0021,0.1205,3
2026_07_21_00_57_45_1755839,2026-07-21,Pandental,55783,0.9394,0.0035,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.9276,0.002,0.2581,3
2026_07_21_00_57_49_1755840,2026-07-21,PolypGen,56035,0.5307,0.0282,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.5225,0.0282,0.8523,3
2026_07_21_00_58_37_1755841,2026-07-21,Promise12,55783,0.8497,0.017,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.8417,0.0209,0.3862,3
2026_07_21_00_58_55_1755842,2026-07-21,RoboTool,56035,0.77,0.0061,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.7867,0.0012,0.6307,3
2026_07_21_00_59_18_1755843,2026-07-21,TnbcNuclei,56035,0.692,0.0331,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.6555,0.0263,0.9508,3
2026_07_21_00_59_50_1755844,2026-07-21,UltrasoundNerve,55783,0.7621,0.0025,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.767,0.0043,0.4793,3
2026_07_21_01_00_26_1755845,2026-07-21,USforKidney,55783,0.9637,0.0024,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.9641,0.0016,0.0856,3
2026_07_21_01_00_35_1755846,2026-07-21,UwSkinCancer,56035,0.829,0.0256,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.737,0.0712,0.8575,3
2026_07_21_01_00_56_1755848,2026-07-21,Yeaz,55783,0.8731,0.0117,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.9102,0.0213,0.3585,3
2026_07_21_00_40_33_1755811,2026-07-21,Chaos,55843,0.8326,0.0106,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.8326,0.0106,0.5819,3
2026_07_21_00_39_34_1755809,2026-07-21,Acdc,55828,0.8359,0.0056,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.8359,0.0056,0.245,3
2026_07_21_00_41_19_1755812,2026-07-21,MmWhsMr,55888,0.5915,0.0284,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.5915,0.0284,0.8889,3
2026_07_21_00_40_35_1755810,2026-07-21,Btcv,55978,0.6779,0.0279,Depth-wise separable layers (14-28-56-112) + attention gate does not lose much in Dice.,Depth-wise separable layers (14-28-56-112) + attention gate,,0.6779,0.0279,1.0152,3
2026_07_17_00_23_21_1749810,2026-07-17,EMSegmentation,65745,0.855,0.0743,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.7285,0.0343,0.537,3
2026_07_17_00_23_21_1749811,2026-07-17,FHPsAOP,65779,0.9683,0.0003,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.968,0.0003,0.0743,3
2026_07_17_00_46_41_1749829,2026-07-17,Wbc,66067,0.9572,0.0017,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.9554,0.003,0.1733,3
2026_07_17_00_11_52_1749795,2026-07-17,AbdomenUS,65881,0.5902,0.0225,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.5004,0.0192,1.3683,3
2026_07_17_00_11_40_1749797,2026-07-17,BkaiIgh,66067,0.673,0.0078,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.6733,0.0225,0.7921,3
2026_07_17_00_31_13_1749816,2026-07-17,M2caiSeg,66339,0.2992,0.0029,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.2057,0.005,1.9152,3
2026_07_17_00_31_42_1749817,2026-07-17,Monusac,66118,0.256,0.0317,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.2332,0.0063,1.792,3
2026_07_17_00_11_40_1749796,2026-07-17,Bbbc010,65745,0.9032,0.0033,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.8836,0.0063,0.4944,3
2026_07_17_00_11_44_1749798,2026-07-17,BriFiSeg,65745,0.8186,0.0026,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.7863,0.0049,0.4583,3
2026_07_17_00_14_11_1749799,2026-07-17,Busi,65745,0.662,0.0304,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.6218,0.024,0.9805,3
2026_07_17_00_15_44_1749800,2026-07-17,CellNuclei,66033,0.8739,0.0094,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.9024,0.0067,0.3194,3
2026_07_17_00_15_50_1749801,2026-07-17,ChaseDB1,66033,0.4306,0.1105,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.4653,0.113,1.2447,3
2026_07_17_00_15_43_1749802,2026-07-17,Chuac,65745,0.232,0.047,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.16,0.0232,1.5058,3
2026_07_17_00_15_41_1749803,2026-07-17,Covid19Radio,65745,0.9836,0.0005,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.9841,0.0004,0.0387,3
2026_07_17_00_17_21_1749804,2026-07-17,CovidQUEx,65745,0.7412,0.0064,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.7172,0.0132,0.521,3
2026_07_17_00_18_11_1749805,2026-07-17,CystoFluid,66033,0.7776,0.0459,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.7823,0.0345,0.7089,3
2026_07_17_00_19_40_1749806,2026-07-17,Dca1,65745,0.679,0.0515,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.6551,0.0811,0.865,3
2026_07_17_00_20_39_1749807,2026-07-17,Deepbacs,65745,0.6998,0.2744,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.7071,0.256,0.8509,3
2026_07_17_00_22_21_1749808,2026-07-17,Drive,66033,0.7173,0.0522,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.7034,0.0643,0.8293,3
2026_07_17_00_23_10_1749809,2026-07-17,DynamicNuclear,65745,0.9395,0.0036,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.9281,0.003,0.2178,3
2026_07_17_00_24_40_1749812,2026-07-17,Idrib,66033,0.8363,0.0478,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.8879,0.0254,1.0235,3
2026_07_17_00_26_10_1749813,2026-07-17,Isic2016,66033,0.9005,0.001,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.8842,0.0029,0.3846,3
2026_07_17_00_26_10_1749814,2026-07-17,Isic2018,66033,0.8736,0.0045,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.8596,0.0095,0.4517,3
2026_07_17_00_27_10_1749815,2026-07-17,Kvasir,66033,0.6956,0.0196,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.635,0.0146,0.9635,3
2026_07_17_00_33_12_1749818,2026-07-17,MosMedPlus,65745,0.7585,0.0072,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.7644,0.0095,0.349,3
2026_07_17_00_34_10_1749819,2026-07-17,Nuclei,66033,0.1033,0.0138,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.0876,0.0148,1.7149,3
2026_07_17_00_36_10_1749820,2026-07-17,Nuset,65745,0.9481,0.0011,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.9453,0.0019,0.1194,3
2026_07_17_00_36_42_1749821,2026-07-17,Pandental,65745,0.9362,0.0025,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.9277,0.0024,0.2597,3
2026_07_17_00_39_12_1749822,2026-07-17,PolypGen,66033,0.5525,0.0118,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.5421,0.0057,0.9058,3
2026_07_17_00_41_52_1749823,2026-07-17,Promise12,65745,0.8585,0.0085,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.8548,0.0024,0.3051,3
2026_07_17_00_41_43_1749824,2026-07-17,RoboTool,66033,0.7809,0.0146,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.7703,0.0272,0.6309,3
2026_07_17_00_42_11_1749825,2026-07-17,TnbcNuclei,66033,0.7067,0.0278,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.6792,0.0096,0.887,3
2026_07_17_00_42_42_1749826,2026-07-17,UltrasoundNerve,65745,0.763,0.0051,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.7657,0.0089,0.4842,3
2026_07_17_00_44_41_1749827,2026-07-17,USforKidney,65745,0.9665,0.0013,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.9664,0.001,0.0815,3
2026_07_17_00_46_42_1749828,2026-07-17,UwSkinCancer,66033,0.8504,0.022,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.7754,0.0271,0.6827,3
2026_07_17_00_50_25_1749830,2026-07-17,Yeaz,65745,0.8809,0.0332,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.9266,0.0124,0.271,3
2026_07_17_00_11_45_1749793,2026-07-17,Chaos,65813,0.818,0.0112,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.818,0.0112,0.5855,3
2026_07_17_00_11_45_1749791,2026-07-17,Acdc,65796,0.8375,0.001,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.8375,0.001,0.237,3
2026_07_17_00_11_51_1749794,2026-07-17,MmWhsMr,65864,0.576,0.0065,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.576,0.0065,0.9049,3
2026_07_17_00_11_42_1749792,2026-07-17,Btcv,65966,0.6827,0.0185,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,0.6827,0.0185,0.9606,3
2026_07_17_04_16_08_1750242,2026-07-17,EMSegmentation,38173,0.8479,0.0534,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.7267,0.0133,0.498,3
2026_07_17_04_18_13_1750243,2026-07-17,FHPsAOP,38199,0.9651,0.0002,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.9643,0.0001,0.0843,3
2026_07_17_04_27_41_1750261,2026-07-17,Wbc,38415,0.954,0.0035,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.953,0.0017,0.2051,3
2026_07_17_04_09_10_1750227,2026-07-17,AbdomenUS,38277,0.5886,0.0675,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.5225,0.0516,1.5361,3
2026_07_17_04_10_41_1750229,2026-07-17,BkaiIgh,38415,0.5753,0.0928,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.6202,0.0964,0.7555,3
2026_07_17_04_19_22_1750248,2026-07-17,M2caiSeg,38623,0.2793,0.0026,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.2009,0.0044,2.0123,3
2026_07_17_04_19_39_1750249,2026-07-17,Monusac,38454,0.3514,0.1034,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.2584,0.0446,1.7864,3
2026_07_17_04_10_10_1750228,2026-07-17,Bbbc010,38173,0.8966,0.0068,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.8761,0.0118,0.6163,3
2026_07_17_04_11_41_1750230,2026-07-17,BriFiSeg,38173,0.8169,0.0033,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.7907,0.0027,0.4208,3
2026_07_17_04_11_40_1750231,2026-07-17,Busi,38173,0.6574,0.0059,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.6271,0.0138,0.7834,3
2026_07_17_04_12_11_1750232,2026-07-17,CellNuclei,38389,0.8759,0.0059,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.9085,0.0017,0.3063,3
2026_07_17_04_13_11_1750233,2026-07-17,ChaseDB1,38389,0.3587,0.2105,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.3958,0.2309,1.2275,3
2026_07_17_04_14_12_1750234,2026-07-17,Chuac,38173,0.2863,0.045,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.262,0.0693,1.2667,3
2026_07_17_04_15_07_1750235,2026-07-17,Covid19Radio,38173,0.9826,0.0002,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.9829,0.0002,0.0416,3
2026_07_17_04_15_08_1750236,2026-07-17,CovidQUEx,38173,0.7385,0.0112,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.7164,0.0153,0.5019,3
2026_07_17_04_15_08_1750237,2026-07-17,CystoFluid,38389,0.7772,0.036,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.7727,0.0376,0.9132,3
2026_07_17_04_15_08_1750238,2026-07-17,Dca1,38173,0.7038,0.0157,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.7072,0.0099,0.7727,3
2026_07_17_04_15_23_1750239,2026-07-17,Deepbacs,38173,0.7989,0.0066,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.819,0.0053,0.7639,3
2026_07_17_04_15_22_1750240,2026-07-17,Drive,38389,0.7264,0.0246,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.7167,0.0275,0.8071,3
2026_07_17_04_16_08_1750241,2026-07-17,DynamicNuclear,38173,0.9378,0.0026,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.9236,0.0053,0.1673,3
2026_07_17_04_18_08_1750244,2026-07-17,Idrib,38389,0.8422,0.0456,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.8914,0.0162,1.0192,3
2026_07_17_12_58_14_1750945,2026-07-17,Isic2016,38389,0.9016,0.0034,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.886,0.0052,0.3637,3
2026_07_17_04_18_39_1750246,2026-07-17,Isic2018,38389,0.868,0.0062,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.8515,0.0013,0.4685,3
2026_07_17_04_19_09_1750247,2026-07-17,Kvasir,38389,0.6793,0.026,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.6139,0.0203,0.8195,3
2026_07_17_04_20_10_1750250,2026-07-17,MosMedPlus,38173,0.7602,0.0007,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.7712,0.0019,0.2874,3
2026_07_17_04_22_09_1750251,2026-07-17,Nuclei,38389,0.0979,0.0473,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.0859,0.0462,1.3426,3
2026_07_17_04_22_09_1750252,2026-07-17,Nuset,38173,0.9484,0.0016,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.9451,0.0018,0.119,3
2026_07_17_04_22_10_1750253,2026-07-17,Pandental,38173,0.935,0.0022,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.9271,0.0028,0.2608,3
2026_07_17_04_22_22_1750254,2026-07-17,PolypGen,38389,0.5308,0.0253,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.5244,0.0239,0.7579,3
2026_07_17_04_23_39_1750255,2026-07-17,Promise12,38173,0.8639,0.0064,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.8466,0.0104,0.3031,3
2026_07_17_04_23_40_1750256,2026-07-17,RoboTool,38389,0.7745,0.0113,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.7858,0.007,0.5352,3
2026_07_17_04_24_40_1750257,2026-07-17,TnbcNuclei,38389,0.7109,0.0164,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.6856,0.0105,0.8421,3
2026_07_17_04_25_41_1750258,2026-07-17,UltrasoundNerve,38173,0.7551,0.0032,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.7582,0.0066,0.4526,3
2026_07_17_04_27_11_1750259,2026-07-17,USforKidney,38173,0.9626,0.0027,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.9618,0.0018,0.0899,3
