run_id,date,dataset,parameters,mean_val_dice,std_val_dice,hypothesis,notes,interpretation,architecture_activation,architecture_bottleneck_channels,architecture_dropout_probability,architecture_encoder_channels,architecture_group_norm_num_groups,architecture_input_channels,architecture_kernel_size,architecture_normalization,architecture_skip_connection_mode,architecture_upsampling_mode,architecture_use_attention_gates,architecture_use_depthwise_separable_convolutions,architecture_use_residual_connections,architecture_use_single_convolution_per_block,training_batch_size,training_cyclic_learning_rate_half_cycle_epochs,training_cyclic_learning_rate_maximum,training_cyclic_learning_rate_minimum,training_data_root,training_early_stopping_minimum_improvement_delta,training_early_stopping_patience,training_epochs,training_image_size,training_learning_rate,training_max_samples,training_seed,training_use_color_input,training_use_cyclic_learning_rate,training_weight_decay,training_gradient_clipping_max_norm,training_use_augmentation,training_augmentation_apply_horizontal_flip,training_augmentation_apply_vertical_flip,training_augmentation_rotation_max_angle_degrees,architecture_weight_initialization,architecture_convolutions_per_block
2026_07_17_14_17_09_1751012,2026-07-17,ChaseDB1,18169,0.4682,0.1573,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/ChaseDB1,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_11_58_1751009,2026-07-17,BriFiSeg,18025,0.7992,0.001,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/BriFiSeg,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_16_50_1751011,2026-07-17,CellNuclei,18169,0.8772,0.0015,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/CellNuclei,0.001,10.0,150.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_24_44_1751018,2026-07-17,Deepbacs,18025,0.5052,0.362,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/Deepbacs,0.001,10.0,150.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_19_16_1751016,2026-07-17,CystoFluid,18169,0.7882,0.0152,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/CystoFluid,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_24_15_1751017,2026-07-17,Dca1,18025,0.6821,0.0178,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/Dca1,0.001,10.0,150.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_11_52_1751003,2026-07-17,Chaos,18061,0.7307,0.1207,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/Chaos,0.001,10.0,150.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_26_56_1751019,2026-07-17,Drive,18169,0.5108,0.307,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/Drive,0.001,10.0,150.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_29_23_1751023,2026-07-17,Idrib,18169,0.8489,0.0046,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/Idrib,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_18_15_1751015,2026-07-17,CovidQUEx,18025,0.7305,0.0062,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/CovidQUEx,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_30_20_1751024,2026-07-17,Isic2016,18169,0.8907,0.0073,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/Isic2016,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_36_31_1751028,2026-07-17,Monusac,18214,0.2671,0.014,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/Monusac,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_39_15_1751030,2026-07-17,Nuclei,18169,0.0876,0.0473,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/Nuclei,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_40_14_1751032,2026-07-17,Pandental,18025,0.9311,0.0059,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/Pandental,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_34_52_1751027,2026-07-17,M2caiSeg,18331,0.2164,0.0193,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/M2caiSeg,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_32_10_1751025,2026-07-17,Isic2018,18169,0.8646,0.0067,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/Isic2018,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_28_47_1751021,2026-07-17,EMSegmentation,18025,0.7862,0.0111,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/EMSegmentation,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_43_23_1751036,2026-07-17,TnbcNuclei,18169,0.7033,0.0171,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/TnbcNuclei,0.001,10.0,150.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_42_43_1751035,2026-07-17,RoboTool,18169,0.7717,0.0117,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/RoboTool,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_29_02_1751022,2026-07-17,FHPsAOP,18043,0.9574,0.0033,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/FHPsAOP,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_46_04_1751039,2026-07-17,UwSkinCancer,18169,0.8293,0.0217,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/UwSkinCancer,0.001,10.0,150.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_27_32_1751020,2026-07-17,DynamicNuclear,18025,0.9304,0.0025,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/DynamicNuclear,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_47_13_1751041,2026-07-17,Yeaz,18025,0.8714,0.0217,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/Yeaz,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_33_28_1751026,2026-07-17,Kvasir,18169,0.6566,0.0205,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/Kvasir,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_40_57_1751033,2026-07-17,PolypGen,18169,0.5094,0.0099,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/PolypGen,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_46_24_1751040,2026-07-17,Wbc,18187,0.9438,0.0042,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/Wbc,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_11_52_1751001,2026-07-17,Acdc,18052,0.8116,0.0032,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/Acdc,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_50_12_1751047,2026-07-17,Bbbc010,51153,0.8752,0.0241,Single convolution per block (8-16-32-64) cuts down parameters greatly without significant loss in Dice.,Single convolution per block (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,32.0,2.0,0.0001,1e-05,data/Bbbc010,0.001,10.0,150.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_49_51_1751046,2026-07-17,AbdomenUS,51225,0.5121,0.0923,Single convolution per block (8-16-32-64) cuts down parameters greatly without significant loss in Dice.,Single convolution per block (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,32.0,2.0,0.0001,1e-05,data/AbdomenUS,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_42_16_1751034,2026-07-17,Promise12,18025,0.8307,0.0137,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/Promise12,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_53_07_1751052,2026-07-17,ChaseDB1,51297,0.3785,0.2212,Single convolution per block (8-16-32-64) cuts down parameters greatly without significant loss in Dice.,Single convolution per block (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,32.0,2.0,0.0001,1e-05,data/ChaseDB1,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_11_52_1751004,2026-07-17,MmWhsMr,18088,0.4484,0.0611,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/MmWhsMr,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_50_40_1751048,2026-07-17,BkaiIgh,51315,0.571,0.1007,Single convolution per block (8-16-32-64) cuts down parameters greatly without significant loss in Dice.,Single convolution per block (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,32.0,2.0,0.0001,1e-05,data/BkaiIgh,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_54_05_1751053,2026-07-17,Chuac,51153,0.3782,0.0661,Single convolution per block (8-16-32-64) cuts down parameters greatly without significant loss in Dice.,Single convolution per block (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,32.0,2.0,0.0001,1e-05,data/Chuac,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_45_45_1751037,2026-07-17,UltrasoundNerve,18025,0.752,0.0042,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/UltrasoundNerve,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_52_48_1751050,2026-07-17,Busi,51153,0.5953,0.0167,Single convolution per block (8-16-32-64) cuts down parameters greatly without significant loss in Dice.,Single convolution per block (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,32.0,2.0,0.0001,1e-05,data/Busi,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_38_16_1751029,2026-07-17,MosMedPlus,18025,0.7331,0.0077,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/MosMedPlus,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_40_03_1751031,2026-07-17,Nuset,18025,0.9452,0.0008,Depth-wise separable layers (8-16-32-64) does not lose much in Dice.,Depth-wise separable layers (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32.0,2.0,0.0001,1e-05,data/Nuset,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_52_55_1751051,2026-07-17,CellNuclei,51297,0.8648,0.0265,Single convolution per block (8-16-32-64) cuts down parameters greatly without significant loss in Dice.,Single convolution per block (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,32.0,2.0,0.0001,1e-05,data/CellNuclei,0.001,10.0,150.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_55_53_1751057,2026-07-17,Dca1,51153,0.7089,0.0103,Single convolution per block (8-16-32-64) cuts down parameters greatly without significant loss in Dice.,Single convolution per block (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,32.0,2.0,0.0001,1e-05,data/Dca1,0.001,10.0,150.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_51_12_1751049,2026-07-17,BriFiSeg,51153,0.8111,0.0032,Single convolution per block (8-16-32-64) cuts down parameters greatly without significant loss in Dice.,Single convolution per block (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,32.0,2.0,0.0001,1e-05,data/BriFiSeg,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_56_21_1751058,2026-07-17,Deepbacs,51153,0.7991,0.0463,Single convolution per block (8-16-32-64) cuts down parameters greatly without significant loss in Dice.,Single convolution per block (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,32.0,2.0,0.0001,1e-05,data/Deepbacs,0.001,10.0,150.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_56_47_1751059,2026-07-17,Drive,51297,0.6509,0.1077,Single convolution per block (8-16-32-64) cuts down parameters greatly without significant loss in Dice.,Single convolution per block (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,32.0,2.0,0.0001,1e-05,data/Drive,0.001,10.0,150.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_58_24_1751063,2026-07-17,Idrib,51297,0.7991,0.0926,Single convolution per block (8-16-32-64) cuts down parameters greatly without significant loss in Dice.,Single convolution per block (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,32.0,2.0,0.0001,1e-05,data/Idrib,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_55_42_1751056,2026-07-17,CystoFluid,51297,0.7462,0.0536,Single convolution per block (8-16-32-64) cuts down parameters greatly without significant loss in Dice.,Single convolution per block (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,32.0,2.0,0.0001,1e-05,data/CystoFluid,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_15_01_14_1751070,2026-07-17,Nuclei,51297,0.1265,0.0592,Single convolution per block (8-16-32-64) cuts down parameters greatly without significant loss in Dice.,Single convolution per block (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,32.0,2.0,0.0001,1e-05,data/Nuclei,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_58_38_1751064,2026-07-17,Isic2016,51297,0.8938,0.0026,Single convolution per block (8-16-32-64) cuts down parameters greatly without significant loss in Dice.,Single convolution per block (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,32.0,2.0,0.0001,1e-05,data/Isic2016,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_15_00_41_1751068,2026-07-17,Monusac,51342,0.2816,0.047,Single convolution per block (8-16-32-64) cuts down parameters greatly without significant loss in Dice.,Single convolution per block (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,32.0,2.0,0.0001,1e-05,data/Monusac,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_15_02_56_1751072,2026-07-17,Pandental,51153,0.9267,0.007,Single convolution per block (8-16-32-64) cuts down parameters greatly without significant loss in Dice.,Single convolution per block (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,32.0,2.0,0.0001,1e-05,data/Pandental,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_58_41_1751065,2026-07-17,Isic2018,51297,0.8599,0.002,Single convolution per block (8-16-32-64) cuts down parameters greatly without significant loss in Dice.,Single convolution per block (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,32.0,2.0,0.0001,1e-05,data/Isic2018,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_54_51_1751055,2026-07-17,CovidQUEx,51153,0.723,0.0082,Single convolution per block (8-16-32-64) cuts down parameters greatly without significant loss in Dice.,Single convolution per block (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,32.0,2.0,0.0001,1e-05,data/CovidQUEx,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_15_04_59_1751075,2026-07-17,RoboTool,51297,0.7772,0.0049,Single convolution per block (8-16-32-64) cuts down parameters greatly without significant loss in Dice.,Single convolution per block (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,32.0,2.0,0.0001,1e-05,data/RoboTool,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_15_06_10_1751076,2026-07-17,TnbcNuclei,51297,0.6924,0.0281,Single convolution per block (8-16-32-64) cuts down parameters greatly without significant loss in Dice.,Single convolution per block (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,32.0,2.0,0.0001,1e-05,data/TnbcNuclei,0.001,10.0,150.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_14_57_04_1751060,2026-07-17,DynamicNuclear,51153,0.9285,0.008,Single convolution per block (8-16-32-64) cuts down parameters greatly without significant loss in Dice.,Single convolution per block (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,32.0,2.0,0.0001,1e-05,data/DynamicNuclear,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_15_03_46_1751073,2026-07-17,PolypGen,51297,0.4411,0.0335,Single convolution per block (8-16-32-64) cuts down parameters greatly without significant loss in Dice.,Single convolution per block (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,32.0,2.0,0.0001,1e-05,data/PolypGen,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_15_08_22_1751079,2026-07-17,UwSkinCancer,51297,0.8138,0.0208,Single convolution per block (8-16-32-64) cuts down parameters greatly without significant loss in Dice.,Single convolution per block (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,32.0,2.0,0.0001,1e-05,data/UwSkinCancer,0.001,10.0,150.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_15_08_36_1751080,2026-07-17,Wbc,51315,0.9529,0.0045,Single convolution per block (8-16-32-64) cuts down parameters greatly without significant loss in Dice.,Single convolution per block (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,32.0,2.0,0.0001,1e-05,data/Wbc,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_17_15_00_57_1751069,2026-07-17,MosMedPlus,51153,0.7414,0.0064,Single convolution per block (8-16-32-64) cuts down parameters greatly without significant loss in Dice.,Single convolution per block (8-16-32-64),,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,32.0,2.0,0.0001,1e-05,data/MosMedPlus,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
