run_id,date,dataset,parameters,mean_val_dice,std_val_dice,hypothesis,notes,interpretation,architecture_activation,architecture_bottleneck_channels,architecture_dropout_probability,architecture_encoder_channels,architecture_group_norm_num_groups,architecture_input_channels,architecture_kernel_size,architecture_normalization,architecture_skip_connection_mode,architecture_upsampling_mode,architecture_use_attention_gates,architecture_use_depthwise_separable_convolutions,architecture_use_residual_connections,architecture_use_single_convolution_per_block,training_batch_size,training_cyclic_learning_rate_half_cycle_epochs,training_cyclic_learning_rate_maximum,training_cyclic_learning_rate_minimum,training_data_root,training_early_stopping_minimum_improvement_delta,training_early_stopping_patience,training_epochs,training_image_size,training_learning_rate,training_max_samples,training_seed,training_use_color_input,training_use_cyclic_learning_rate,training_weight_decay,training_gradient_clipping_max_norm,training_use_augmentation,training_augmentation_apply_horizontal_flip,training_augmentation_apply_vertical_flip,training_augmentation_rotation_max_angle_degrees,architecture_weight_initialization,architecture_convolutions_per_block
2026_07_16_01_45_12_1747918,2026-07-16,Nuset,23409,0.9375,0.0011,Using residual connections help in improving the dice.,residual connections with (ds conv + kaiming normal + instance norm) as baseline,,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,True,False,64.0,2.0,0.0001,1e-05,data/Nuset,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_00_56_23_1747885,2026-07-16,USforKidney,20761,0.95,0.0022,Using attention gates help in improving the dice.,attention gate with (ds conv + kaiming normal + instance norm) as baseline,,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,64.0,2.0,0.0001,1e-05,data/USforKidney,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_01_32_13_1747907,2026-07-16,DynamicNuclear,23409,0.931,0.0046,Using residual connections help in improving the dice.,residual connections with (ds conv + kaiming normal + instance norm) as baseline,,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,True,False,64.0,2.0,0.0001,1e-05,data/DynamicNuclear,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_01_53_12_1747925,2026-07-16,USforKidney,23409,0.9216,0.005,Using residual connections help in improving the dice.,residual connections with (ds conv + kaiming normal + instance norm) as baseline,,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,True,False,64.0,2.0,0.0001,1e-05,data/USforKidney,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_01_25_26_1747901,2026-07-16,Covid19Radio,23409,0.9788,0.0007,Using residual connections help in improving the dice.,residual connections with (ds conv + kaiming normal + instance norm) as baseline,,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,True,False,64.0,2.0,0.0001,1e-05,data/Covid19Radio,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_00_26_13_1747861,2026-07-16,Covid19Radio,20761,0.9792,0.0001,Using attention gates help in improving the dice.,attention gate with (ds conv + kaiming normal + instance norm) as baseline,,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,64.0,2.0,0.0001,1e-05,data/Covid19Radio,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_19_03_37_1748674,2026-07-16,MmWhsMr,18088,0.4031,0.0658,Depth-wise separable layers does not lose much in Dice (64 bottleneck).,depth-wise separable convolution (64 bottleneck) with with intance norm and kaiming normal as baseline.,,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,False,False,64.0,2.0,0.0001,1e-05,data/MmWhsMr,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_19_06_38_1748690,2026-07-16,MmWhsMr,23472,0.4707,0.0403,Using residual connections help in improving the dice.,residual connections with (ds conv + kaiming normal + instance norm) as baseline,,h_swish,64,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,True,False,64.0,2.0,0.0001,1e-05,data/MmWhsMr,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_16_05_1749182,2026-07-16,Chuac,65745,0.232,0.047,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,h_swish,128,0.0,"[16, 32, 64]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,False,False,64.0,2.0,0.0001,1e-05,data/Chuac,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_16_10_1749181,2026-07-16,ChaseDB1,66033,0.4306,0.1105,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,h_swish,128,0.0,"[16, 32, 64]",8,3,3,instance_norm,concat,nearest_neighbor,False,True,False,False,64.0,2.0,0.0001,1e-05,data/ChaseDB1,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_16_34_1749187,2026-07-16,Deepbacs,65745,0.6998,0.2744,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,h_swish,128,0.0,"[16, 32, 64]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,False,False,64.0,2.0,0.0001,1e-05,data/Deepbacs,0.001,10.0,150.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_17_10_1749192,2026-07-16,Idrib,66033,0.8419,0.0424,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,h_swish,128,0.0,"[16, 32, 64]",8,3,3,instance_norm,concat,nearest_neighbor,False,True,False,False,64.0,2.0,0.0001,1e-05,data/Idrib,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_17_13_1749188,2026-07-16,Drive,66033,0.7173,0.0522,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,h_swish,128,0.0,"[16, 32, 64]",8,3,3,instance_norm,concat,nearest_neighbor,False,True,False,False,64.0,2.0,0.0001,1e-05,data/Drive,0.001,10.0,150.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_18_34_1749205,2026-07-16,TnbcNuclei,66033,0.695,0.0284,"Depth-wise separable convolution (16, 32, 64, 128) helps in great parameter reduction without significant loss in dice.","Depth-wise separable convolution (16, 32, 64, 128)",,h_swish,128,0.0,"[16, 32, 64]",8,3,3,instance_norm,concat,nearest_neighbor,False,True,False,False,64.0,2.0,0.0001,1e-05,data/TnbcNuclei,0.001,10.0,150.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_32_23_1749278,2026-07-16,Bbbc010,47313,0.837,0.0278,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/Bbbc010,0.001,10.0,150.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_32_26_1749277,2026-07-16,AbdomenUS,47385,0.5436,0.0347,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/AbdomenUS,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_36_08_1749283,2026-07-16,ChaseDB1,47457,0.3596,0.2063,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/ChaseDB1,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_37_38_1749284,2026-07-16,Chuac,47313,0.3101,0.0495,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/Chuac,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_36_07_1749281,2026-07-16,Busi,47313,0.5403,0.0154,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/Busi,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_36_03_1749279,2026-07-16,BkaiIgh,47475,0.681,0.0289,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/BkaiIgh,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_35_44_1749280,2026-07-16,BriFiSeg,47313,0.802,0.0083,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/BriFiSeg,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_36_14_1749282,2026-07-16,CellNuclei,47457,0.8475,0.0213,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/CellNuclei,0.001,10.0,150.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_45_09_1749290,2026-07-16,Drive,47457,0.3768,0.256,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/Drive,0.001,10.0,150.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_43_08_1749288,2026-07-16,Dca1,47313,0.6864,0.0228,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/Dca1,0.001,10.0,150.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_41_09_1749287,2026-07-16,CystoFluid,47457,0.6273,0.0772,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/CystoFluid,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_44_44_1749289,2026-07-16,Deepbacs,47313,0.7021,0.0858,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/Deepbacs,0.001,10.0,150.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_48_14_1749294,2026-07-16,Idrib,47457,0.8071,0.017,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/Idrib,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_40_10_1749286,2026-07-16,CovidQUEx,47313,0.7093,0.015,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/CovidQUEx,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_32_23_1749275,2026-07-16,Chaos,47349,0.6328,0.0475,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/Chaos,0.001,10.0,150.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_52_29_1749299,2026-07-16,Monusac,47502,0.2354,0.0244,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/Monusac,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_51_14_1749295,2026-07-16,Isic2016,47457,0.883,0.0109,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/Isic2016,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_54_41_1749302,2026-07-16,Nuclei,47457,0.1247,0.0398,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/Nuclei,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_52_20_1749297,2026-07-16,Kvasir,47457,0.621,0.0185,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/Kvasir,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_52_24_1749298,2026-07-16,M2caiSeg,47619,0.202,0.0187,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/M2caiSeg,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_57_21_1749304,2026-07-16,Pandental,47313,0.9269,0.0027,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/Pandental,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_51_22_1749296,2026-07-16,Isic2018,47457,0.8455,0.0036,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/Isic2018,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_46_40_1749291,2026-07-16,DynamicNuclear,47313,0.9312,0.0012,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/DynamicNuclear,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_21_01_11_1749308,2026-07-16,TnbcNuclei,47457,0.681,0.0444,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/TnbcNuclei,0.001,10.0,150.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_21_00_41_1749307,2026-07-16,RoboTool,47457,0.7638,0.0083,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/RoboTool,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_47_19_1749293,2026-07-16,FHPsAOP,47331,0.9463,0.002,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/FHPsAOP,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_47_09_1749292,2026-07-16,EMSegmentation,47313,0.7347,0.0213,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/EMSegmentation,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_59_11_1749305,2026-07-16,PolypGen,47457,0.4589,0.025,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/PolypGen,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_21_05_42_1749311,2026-07-16,UwSkinCancer,47457,0.7949,0.0343,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/UwSkinCancer,0.001,10.0,150.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_21_00_17_1749306,2026-07-16,Promise12,47313,0.7644,0.0449,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/Promise12,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_21_07_11_1749312,2026-07-16,Wbc,47475,0.953,0.0033,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/Wbc,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_54_45_1749301,2026-07-16,MosMedPlus,47313,0.6724,0.0402,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/MosMedPlus,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_57_15_1749303,2026-07-16,Nuset,47313,0.9406,0.0015,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/Nuset,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_21_08_11_1749313,2026-07-16,Yeaz,47313,0.8527,0.0326,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/Yeaz,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_32_32_1749273,2026-07-16,Acdc,47340,0.8012,0.0015,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/Acdc,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_21_04_43_1749309,2026-07-16,UltrasoundNerve,47313,0.7012,0.0016,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/UltrasoundNerve,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_21_05_42_1749310,2026-07-16,USforKidney,47313,0.9153,0.0081,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/USforKidney,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_21_26_32_1749388,2026-07-16,Bbbc010,83745,0.8587,0.0159,Additive skip connection cuts down parameters greatly without significant loss in Dice.,Additive skip connection,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,instance_norm,add,nearest_neighbor,False,False,False,False,64.0,2.0,0.0001,1e-05,data/Bbbc010,0.001,10.0,150.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_21_25_06_1749387,2026-07-16,AbdomenUS,83817,0.5213,0.1306,Additive skip connection cuts down parameters greatly without significant loss in Dice.,Additive skip connection,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,instance_norm,add,nearest_neighbor,False,False,False,False,64.0,2.0,0.0001,1e-05,data/AbdomenUS,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_21_30_01_1749393,2026-07-16,ChaseDB1,83889,0.3326,0.2168,Additive skip connection cuts down parameters greatly without significant loss in Dice.,Additive skip connection,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,instance_norm,add,nearest_neighbor,False,False,False,False,64.0,2.0,0.0001,1e-05,data/ChaseDB1,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_21_31_02_1749394,2026-07-16,Chuac,83745,0.1112,0.0867,Additive skip connection cuts down parameters greatly without significant loss in Dice.,Additive skip connection,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,instance_norm,add,nearest_neighbor,False,False,False,False,64.0,2.0,0.0001,1e-05,data/Chuac,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_20_38_08_1749285,2026-07-16,Covid19Radio,47313,0.9725,0.0002,Single convolution per block cuts down parameters greatly without significant loss in Dice.,Single convolution per block,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,False,False,False,True,64.0,2.0,0.0001,1e-05,data/Covid19Radio,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_21_28_19_1749391,2026-07-16,Busi,83745,0.6264,0.0332,Additive skip connection cuts down parameters greatly without significant loss in Dice.,Additive skip connection,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,instance_norm,add,nearest_neighbor,False,False,False,False,64.0,2.0,0.0001,1e-05,data/Busi,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_21_26_34_1749389,2026-07-16,BkaiIgh,83907,0.6521,0.0318,Additive skip connection cuts down parameters greatly without significant loss in Dice.,Additive skip connection,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,instance_norm,add,nearest_neighbor,False,False,False,False,64.0,2.0,0.0001,1e-05,data/BkaiIgh,0.001,10.0,100.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_21_28_22_1749392,2026-07-16,CellNuclei,83889,0.8222,0.0335,Additive skip connection cuts down parameters greatly without significant loss in Dice.,Additive skip connection,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,instance_norm,add,nearest_neighbor,False,False,False,False,64.0,2.0,0.0001,1e-05,data/CellNuclei,0.001,10.0,150.0,256.0,0.001,,44.0,True,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_21_26_32_1749390,2026-07-16,BriFiSeg,83745,0.8173,0.0038,Additive skip connection cuts down parameters greatly without significant loss in Dice.,Additive skip connection,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,instance_norm,add,nearest_neighbor,False,False,False,False,64.0,2.0,0.0001,1e-05,data/BriFiSeg,0.001,10.0,100.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
2026_07_16_21_33_04_1749399,2026-07-16,Deepbacs,83745,0.7558,0.0533,Additive skip connection cuts down parameters greatly without significant loss in Dice.,Additive skip connection,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,instance_norm,add,nearest_neighbor,False,False,False,False,64.0,2.0,0.0001,1e-05,data/Deepbacs,0.001,10.0,150.0,256.0,0.001,,44.0,False,False,0.0001,,False,True,True,15.0,kaiming_normal,
